elect_dist,year,type,office,total_votes,bardel_prop,donovan_prop,reichard_prop,bardel_tot,donovan_tot,reichard_tot
62014,2016,general,cong,806,0.009925558312655087,0.7915632754342432,0.19851116625310175,8,638,160
62015,2016,general,cong,803,0.009962640099626401,0.7907845579078456,0.199252801992528,8,635,160
62016,2016,general,cong,760,0.014473684210526316,0.7671052631578947,0.21842105263157896,11,583,166
62017,2016,general,cong,747,0.004016064257028112,0.8741633199464525,0.12182061579651941,3,653,91
62018,2016,general,cong,813,0.0036900369003690036,0.8450184501845018,0.15129151291512916,3,687,123
62019,2016,general,cong,804,0.006218905472636816,0.8681592039800995,0.1256218905472637,5,698,101
62020,2016,general,cong,746,0.006702412868632708,0.8378016085790885,0.1554959785522788,5,625,116
62021,2016,general,cong,673,0.010401188707280832,0.8781575037147102,0.11144130757800892,7,591,75
62022,2016,general,cong,776,0.010309278350515464,0.8762886597938144,0.1134020618556701,8,680,88
62023,2016,general,cong,766,0.01174934725848564,0.8707571801566579,0.1174934725848564,9,667,90
62024,2016,general,cong,683,0.0029282576866764276,0.7818448023426061,0.21522693997071743,2,534,147
62025,2016,general,cong,790,0.006329113924050633,0.8468354430379746,0.1468354430379747,5,669,116
62026,2016,general,cong,739,0.006765899864682003,0.7144790257104194,0.2787550744248985,5,528,206
62027,2016,general,cong,789,0.005069708491761723,0.7997465145754119,0.19518377693282637,4,631,154
62028,2016,general,cong,732,0.00273224043715847,0.8278688524590164,0.16939890710382513,2,606,124
62029,2016,general,cong,632,0.012658227848101266,0.8227848101265823,0.16455696202531644,8,520,104
62030,2016,general,cong,763,0.010484927916120577,0.8623853211009175,0.127129750982962,8,658,97
62031,2016,general,cong,702,0.011396011396011397,0.8076923076923077,0.18091168091168092,8,567,127
62032,2016,general,cong,774,0.00904392764857881,0.8669250645994832,0.12403100775193798,7,671,96
62033,2016,general,cong,760,0.014473684210526316,0.8539473684210527,0.13157894736842105,11,649,100
62034,2016,general,cong,782,0.0076726342710997444,0.850383631713555,0.14194373401534527,6,665,111
62035,2016,general,cong,742,0.008086253369272238,0.8463611859838275,0.14555256064690028,6,628,108
62036,2016,general,cong,760,0.010526315789473684,0.8315789473684211,0.15789473684210525,8,632,120
62037,2016,general,cong,810,0.007407407407407408,0.8617283950617284,0.1308641975308642,6,698,106
62038,2016,general,cong,751,0.007989347536617843,0.8202396804260985,0.17177097203728361,6,616,129
62039,2016,general,cong,753,0.00398406374501992,0.8539176626826029,0.14209827357237717,3,643,107
62040,2016,general,cong,754,0.005305039787798408,0.8381962864721485,0.15649867374005305,4,632,118
62041,2016,general,cong,749,0.0053404539385847796,0.8397863818424566,0.1548731642189586,4,629,116
62042,2016,general,cong,851,0.008225616921269096,0.8131609870740305,0.17861339600470036,7,692,152
62043,2016,general,cong,717,0.01394700139470014,0.8242677824267782,0.16178521617852162,10,591,116
62044,2016,general,cong,791,0.011378002528445006,0.8268015170670038,0.16182048040455121,9,654,128
62045,2016,general,cong,664,0.006024096385542169,0.8132530120481928,0.18072289156626506,4,540,120
62046,2016,general,cong,718,0.011142061281337047,0.8342618384401114,0.15459610027855153,8,599,111
62047,2016,general,cong,762,0.007874015748031496,0.8254593175853019,0.16666666666666666,6,629,127
62048,2016,general,cong,714,0.0056022408963585435,0.7969187675070029,0.19747899159663865,4,569,141
62049,2016,general,cong,715,0.012587412587412588,0.8041958041958042,0.18321678321678322,9,575,131
62050,2016,general,cong,711,0.011251758087201125,0.8579465541490858,0.1308016877637131,8,610,93
62051,2016,general,cong,700,0.007142857142857143,0.7657142857142857,0.22714285714285715,5,536,159
62052,2016,general,cong,728,0.013736263736263736,0.8324175824175825,0.15384615384615385,10,606,112
62053,2016,general,cong,790,0.01139240506329114,0.8063291139240506,0.18227848101265823,9,637,144
62054,2016,general,cong,703,0.005689900426742532,0.7908961593172119,0.2034139402560455,4,556,143
62055,2016,general,cong,725,0.011034482758620689,0.8206896551724138,0.16827586206896553,8,595,122
62056,2016,general,cong,759,0.023715415019762844,0.7628458498023716,0.2134387351778656,18,579,162
62057,2016,general,cong,696,0.008620689655172414,0.8462643678160919,0.14511494252873564,6,589,101
62058,2016,general,cong,775,0.007741935483870968,0.8567741935483871,0.13548387096774195,6,664,105
62059,2016,general,cong,491,0.018329938900203666,0.7759674134419552,0.20570264765784113,9,381,101
62060,2016,general,cong,446,0.011210762331838564,0.8408071748878924,0.14798206278026907,5,375,66
62061,2016,general,cong,517,0.005802707930367505,0.7504835589941973,0.2437137330754352,3,388,126
62062,2016,general,cong,467,0.014989293361884369,0.7987152034261242,0.18629550321199143,7,373,87
62063,2016,general,cong,384,0.020833333333333332,0.65625,0.3229166666666667,8,252,124
62064,2016,general,cong,391,0.01278772378516624,0.7877237851662404,0.19948849104859334,5,308,78
62065,2016,general,cong,818,0.006112469437652812,0.863080684596577,0.13080684596577016,5,706,107
62066,2016,general,cong,756,0.006613756613756613,0.8584656084656085,0.1349206349206349,5,649,102
62067,2016,general,cong,739,0.012178619756427604,0.790257104194858,0.1975642760487145,9,584,146
62068,2016,general,cong,742,0.004043126684636119,0.7493261455525606,0.24663072776280323,3,556,183
62069,2016,general,cong,554,0.005415162454873646,0.7725631768953068,0.22202166064981949,3,428,123
62070,2016,general,cong,346,0.02023121387283237,0.8005780346820809,0.1791907514450867,7,277,62
62071,2016,general,cong,744,0.013440860215053764,0.8104838709677419,0.1760752688172043,10,603,131
62072,2016,general,cong,586,0.005119453924914676,0.8310580204778157,0.16382252559726962,3,487,96
62073,2016,general,cong,789,0.012674271229404309,0.7858048162230672,0.20152091254752852,10,620,159
62074,2016,general,cong,0,NaN,NaN,NaN,0,0,0
62076,2016,general,cong,405,0.009876543209876543,0.8641975308641975,0.1259259259259259,4,350,51
63001,2016,general,cong,738,0.012195121951219513,0.6964769647696477,0.29132791327913277,9,514,215
63002,2016,general,cong,563,0.015985790408525755,0.6287744227353463,0.3552397868561279,9,354,200
63003,2016,general,cong,430,0.011627906976744186,0.5651162790697675,0.4232558139534884,5,243,182
63004,2016,general,cong,660,0.007575757575757576,0.8075757575757576,0.18484848484848485,5,533,122
63005,2016,general,cong,657,0.0030441400304414,0.7945205479452054,0.2024353120243531,2,522,133
63006,2016,general,cong,697,0.00860832137733142,0.7833572453371592,0.20803443328550933,6,546,145
63007,2016,general,cong,730,0.015068493150684932,0.6095890410958904,0.37534246575342467,11,445,274
63008,2016,general,cong,546,0.01282051282051282,0.7032967032967034,0.2838827838827839,7,384,155
63009,2016,general,cong,54,0.037037037037037035,0.8148148148148148,0.14814814814814814,2,44,8
63010,2016,general,cong,304,0.023026315789473683,0.4407894736842105,0.5361842105263158,7,134,163
63011,2016,general,cong,762,0.014435695538057743,0.6233595800524935,0.36220472440944884,11,475,276
63012,2016,general,cong,743,0.014804845222072678,0.6460296096904441,0.3391655450874832,11,480,252
63013,2016,general,cong,731,0.016415868673050615,0.5649794801641587,0.4186046511627907,12,413,306
63014,2016,general,cong,642,0.018691588785046728,0.6386292834890965,0.3426791277258567,12,410,220
63015,2016,general,cong,694,0.011527377521613832,0.6440922190201729,0.34438040345821325,8,447,239
63016,2016,general,cong,613,0.013050570962479609,0.6231647634584013,0.3637846655791191,8,382,223
63017,2016,general,cong,241,0.016597510373443983,0.5145228215767634,0.46887966804979253,4,124,113
63018,2016,general,cong,717,0.015341701534170154,0.7880055788005579,0.19665271966527198,11,565,141
63019,2016,general,cong,376,0.007978723404255319,0.6542553191489362,0.3377659574468085,3,246,127
63020,2016,general,cong,429,0.009324009324009324,0.752913752913753,0.23776223776223776,4,323,102
63021,2016,general,cong,686,0.007288629737609329,0.7186588921282799,0.27405247813411077,5,493,188
63022,2016,general,cong,651,0.010752688172043012,0.6728110599078341,0.31643625192012287,7,438,206
63023,2016,general,cong,512,0.009765625,0.662109375,0.328125,5,339,168
63024,2016,general,cong,658,0.022796352583586626,0.6762917933130699,0.3009118541033435,15,445,198
63025,2016,general,cong,555,0.005405405405405406,0.7567567567567568,0.23783783783783785,3,420,132
63026,2016,general,cong,672,0.00744047619047619,0.7723214285714286,0.22023809523809523,5,519,148
63027,2016,general,cong,606,0.01155115511551155,0.6765676567656765,0.3118811881188119,7,410,189
63028,2016,general,cong,700,0.002857142857142857,0.7485714285714286,0.24857142857142858,2,524,174
63029,2016,general,cong,746,0.010723860589812333,0.725201072386059,0.2640750670241287,8,541,197
63030,2016,general,cong,638,0.0109717868338558,0.6191222570532915,0.36990595611285265,7,395,236
63031,2016,general,cong,680,0.011764705882352941,0.5926470588235294,0.39558823529411763,8,403,269
63032,2016,general,cong,760,0.014473684210526316,0.6736842105263158,0.3118421052631579,11,512,237
63033,2016,general,cong,701,0.011412268188302425,0.7261055634807418,0.2624821683309558,8,509,184
63034,2016,general,cong,446,0.011210762331838564,0.7556053811659192,0.23318385650224216,5,337,104
63035,2016,general,cong,669,0.007473841554559043,0.7982062780269058,0.19431988041853512,5,534,130
63036,2016,general,cong,705,0.01702127659574468,0.6865248226950355,0.29645390070921984,12,484,209
63037,2016,general,cong,742,0.016172506738544475,0.40700808625336926,0.5768194070080862,12,302,428
63038,2016,general,cong,730,0.012328767123287671,0.363013698630137,0.6246575342465753,9,265,456
63039,2016,general,cong,728,0.02197802197802198,0.29120879120879123,0.6868131868131868,16,212,500
63040,2016,general,cong,436,0.0045871559633027525,0.2591743119266055,0.7362385321100917,2,113,321
63041,2016,general,cong,351,0.019943019943019943,0.10541310541310542,0.8746438746438746,7,37,307
63042,2016,general,cong,523,0.01338432122370937,0.10133843212237094,0.8852772466539197,7,53,463
63043,2016,general,cong,652,0.013803680981595092,0.17177914110429449,0.8144171779141104,9,112,531
63044,2016,general,cong,360,0.016666666666666666,0.1638888888888889,0.8194444444444444,6,59,295
63045,2016,general,cong,481,0.016632016632016633,0.08316008316008316,0.9002079002079002,8,40,433
63046,2016,general,cong,332,0.02108433734939759,0.7379518072289156,0.24096385542168675,7,245,80
63047,2016,general,cong,789,0.017743979721166033,0.743979721166033,0.23827629911280102,14,587,188
63048,2016,general,cong,678,0.007374631268436578,0.8053097345132744,0.1873156342182891,5,546,127
63049,2016,general,cong,702,0.01566951566951567,0.7777777777777778,0.20655270655270655,11,546,145
63050,2016,general,cong,734,0.014986376021798364,0.6839237057220708,0.3010899182561308,11,502,221
63051,2016,general,cong,568,0.008802816901408451,0.7711267605633803,0.22007042253521128,5,438,125
63052,2016,general,cong,487,0.024640657084188913,0.7638603696098563,0.21149897330595482,12,372,103
63053,2016,general,cong,596,0.016778523489932886,0.6359060402684564,0.34731543624161076,10,379,207
63054,2016,general,cong,736,0.014945652173913044,0.5896739130434783,0.3953804347826087,11,434,291
63055,2016,general,cong,562,0.012455516014234875,0.6245551601423488,0.36298932384341637,7,351,204
63056,2016,general,cong,633,0.01263823064770932,0.5023696682464455,0.4849921011058452,8,318,307
63057,2016,general,cong,712,0.008426966292134831,0.7275280898876404,0.2640449438202247,6,518,188
63058,2016,general,cong,768,0.01171875,0.7083333333333334,0.2799479166666667,9,544,215
63059,2016,general,cong,757,0.01453104359313078,0.7054161162483488,0.2800528401585205,11,534,212
63060,2016,general,cong,711,0.014064697609001406,0.6540084388185654,0.3319268635724332,10,465,236
63061,2016,general,cong,611,0.02127659574468085,0.6153846153846154,0.36333878887070375,13,376,222
63062,2016,general,cong,425,0.007058823529411765,0.7670588235294118,0.22588235294117648,3,326,96
63063,2016,general,cong,706,0.007082152974504249,0.7535410764872521,0.23937677053824363,5,532,169
63064,2016,general,cong,782,0.00639386189258312,0.7647058823529411,0.2289002557544757,5,598,179
63065,2016,general,cong,654,0.012232415902140673,0.7003058103975535,0.2874617737003058,8,458,188
63066,2016,general,cong,610,0.021311475409836064,0.7327868852459016,0.2459016393442623,13,447,150
63067,2016,general,cong,546,0.014652014652014652,0.7637362637362637,0.2216117216117216,8,417,121
63068,2016,general,cong,675,0.016296296296296295,0.4725925925925926,0.5111111111111111,11,319,345
63069,2016,general,cong,440,0.022727272727272728,0.6204545454545455,0.3568181818181818,10,273,157
63070,2016,general,cong,379,0.005277044854881266,0.6781002638522428,0.316622691292876,2,257,120
63071,2016,general,cong,393,0.007633587786259542,0.21628498727735368,0.7760814249363868,3,85,305
63072,2016,general,cong,605,0.011570247933884297,0.6909090909090909,0.2975206611570248,7,418,180
63073,2016,general,cong,613,0.008156606851549755,0.6378466557911908,0.3539967373572594,5,391,217
63074,2016,general,cong,316,0.00949367088607595,0.620253164556962,0.370253164556962,3,196,117
63075,2016,general,cong,364,0.024725274725274724,0.2774725274725275,0.6978021978021978,9,101,254
63076,2016,general,cong,0,NaN,NaN,NaN,0,0,0
63081,2016,general,cong,521,0.01727447216890595,0.6986564299424184,0.2840690978886756,9,364,148
64001,2016,general,cong,721,0.013869625520110958,0.7905686546463245,0.1955617198335645,10,570,141
64002,2016,general,cong,774,0.012919896640826873,0.8359173126614987,0.1511627906976744,10,647,117
64003,2016,general,cong,721,0.011095700416088766,0.8599167822468793,0.1289875173370319,8,620,93
64004,2016,general,cong,737,0.005427408412483039,0.841248303934871,0.15332428765264586,4,620,113
64005,2016,general,cong,798,0.007518796992481203,0.8132832080200502,0.17919799498746866,6,649,143
64006,2016,general,cong,743,0.006729475100942127,0.7833109017496636,0.20995962314939434,5,582,156
64007,2016,general,cong,773,0.01034928848641656,0.851228978007762,0.1384217335058215,8,658,107
64008,2016,general,cong,762,0.006561679790026247,0.8136482939632546,0.17979002624671916,5,620,137
64009,2016,general,cong,752,0.013297872340425532,0.800531914893617,0.18617021276595744,10,602,140
64010,2016,general,cong,766,0.01174934725848564,0.8276762402088773,0.16057441253263707,9,634,123
64011,2016,general,cong,240,0.0125,0.8083333333333333,0.17916666666666667,3,194,43
64012,2016,general,cong,519,0.009633911368015413,0.8246628131021194,0.16570327552986513,5,428,86
64013,2016,general,cong,249,0.008032128514056224,0.7630522088353414,0.2289156626506024,2,190,57
64014,2016,general,cong,782,0.01278772378516624,0.7851662404092071,0.2020460358056266,10,614,158
64015,2016,general,cong,718,0.006963788300835654,0.8579387186629527,0.13509749303621169,5,616,97
64016,2016,general,cong,783,0.0140485312899106,0.8058748403575989,0.18007662835249041,11,631,141
64017,2016,general,cong,784,0.008928571428571428,0.7665816326530612,0.22448979591836735,7,601,176
64018,2016,general,cong,679,0.017673048600883652,0.7128129602356407,0.2695139911634757,12,484,183
64019,2016,general,cong,489,0.016359918200409,0.4785276073619632,0.5051124744376279,8,234,247
64020,2016,general,cong,692,0.015895953757225433,0.7182080924855492,0.2658959537572254,11,497,184
64021,2016,general,cong,551,0.014519056261343012,0.7459165154264973,0.2395644283121597,8,411,132
64022,2016,general,cong,751,0.007989347536617843,0.7789613848202397,0.21304926764314247,6,585,160
64023,2016,general,cong,699,0.01859799713876967,0.7381974248927039,0.24320457796852646,13,516,170
64024,2016,general,cong,612,0.014705882352941176,0.7565359477124183,0.22875816993464052,9,463,140
64025,2016,general,cong,651,0.016897081413210446,0.7311827956989247,0.2519201228878648,11,476,164
64026,2016,general,cong,714,0.015406162464985995,0.7815126050420168,0.2030812324929972,11,558,145
64027,2016,general,cong,601,0.021630615640599003,0.7054908485856906,0.27287853577371046,13,424,164
64028,2016,general,cong,513,0.023391812865497075,0.7602339181286549,0.21637426900584794,12,390,111
64029,2016,general,cong,707,0.009900990099009901,0.7411598302687411,0.24893917963224893,7,524,176
64030,2016,general,cong,552,0.009057971014492754,0.7210144927536232,0.26992753623188404,5,398,149
64031,2016,general,cong,655,0.015267175572519083,0.7450381679389313,0.23969465648854962,10,488,157
64032,2016,general,cong,723,0.019363762102351315,0.6874135546334716,0.29322268326417705,14,497,212
64033,2016,general,cong,662,0.00906344410876133,0.7643504531722054,0.22658610271903323,6,506,150
64034,2016,general,cong,624,0.01282051282051282,0.7083333333333334,0.27884615384615385,8,442,174
64035,2016,general,cong,697,0.01291248206599713,0.776183644189383,0.2109038737446198,9,541,147
64036,2016,general,cong,641,0.0124804992199688,0.6879875195007801,0.2995319812792512,8,441,192
64037,2016,general,cong,501,0.021956087824351298,0.7325349301397206,0.24550898203592814,11,367,123
64038,2016,general,cong,467,0.01284796573875803,0.6252676659528907,0.3618843683083512,6,292,169
64039,2016,general,cong,690,0.011594202898550725,0.7115942028985507,0.2768115942028985,8,491,191
64040,2016,general,cong,577,0.008665511265164644,0.4592720970537262,0.5320623916811091,5,265,307
64041,2016,general,cong,670,0.008955223880597015,0.7149253731343284,0.27611940298507465,6,479,185
64042,2016,general,cong,629,0.012718600953895072,0.6089030206677265,0.3783783783783784,8,383,238
64043,2016,general,cong,553,0.018083182640144666,0.6130198915009042,0.3688969258589512,10,339,204
64044,2016,general,cong,646,0.02786377708978328,0.6687306501547987,0.30340557275541796,18,432,196
64045,2016,general,cong,373,0.01876675603217158,0.6246648793565683,0.35656836461126007,7,233,133
64046,2016,general,cong,450,0.022222222222222223,0.6022222222222222,0.37555555555555553,10,271,169
64047,2016,general,cong,567,0.026455026455026454,0.5890652557319224,0.3844797178130511,15,334,218
64048,2016,general,cong,345,0.008695652173913044,0.8173913043478261,0.17391304347826086,3,282,60
64049,2016,general,cong,533,0.0150093808630394,0.5590994371482176,0.425891181988743,8,298,227
64050,2016,general,cong,678,0.02064896755162242,0.504424778761062,0.4749262536873156,14,342,322
64051,2016,general,cong,617,0.029173419773095625,0.49270664505672607,0.47811993517017826,18,304,295
64052,2016,general,cong,653,0.019908116385911178,0.5742725880551302,0.4058192955589586,13,375,265
64053,2016,general,cong,560,0.03214285714285714,0.5714285714285714,0.3964285714285714,18,320,222
64056,2016,general,cong,0,NaN,NaN,NaN,0,0,0
64062,2016,general,cong,265,0.007547169811320755,0.7849056603773585,0.20754716981132076,2,208,55
64075,2016,general,cong,720,0.03194444444444444,0.44722222222222224,0.5208333333333334,23,322,375
64076,2016,general,cong,698,0.03581661891117478,0.4269340974212034,0.5372492836676218,25,298,375
64077,2016,general,cong,682,0.030791788856304986,0.4633431085043988,0.5058651026392962,21,316,345
64078,2016,general,cong,803,0.0323785803237858,0.40846824408468246,0.5591531755915318,26,328,449
64079,2016,general,cong,606,0.03135313531353135,0.37458745874587457,0.594059405940594,19,227,360
64080,2016,general,cong,589,0.042444821731748725,0.30220713073005095,0.6553480475382003,25,178,386
64081,2016,general,cong,289,0.03806228373702422,0.314878892733564,0.6470588235294118,11,91,187
64083,2016,general,cong,452,0.022123893805309734,0.4092920353982301,0.5685840707964602,10,185,257
64084,2016,general,cong,574,0.020905923344947737,0.4634146341463415,0.5156794425087108,12,266,296
64085,2016,general,cong,493,0.04056795131845842,0.4462474645030426,0.513184584178499,20,220,253
64086,2016,general,cong,578,0.029411764705882353,0.39273356401384085,0.5778546712802768,17,227,334
64087,2016,general,cong,476,0.03361344537815126,0.4852941176470588,0.48109243697478993,16,231,229
64088,2016,general,cong,630,0.03650793650793651,0.40476190476190477,0.5587301587301587,23,255,352
64089,2016,general,cong,551,0.018148820326678767,0.6950998185117967,0.2867513611615245,10,383,158
64090,2016,general,cong,647,0.03554868624420402,0.47295208655332305,0.49149922720247297,23,306,318
64091,2016,general,cong,379,0.005277044854881266,0.6569920844327177,0.33773087071240104,2,249,128
64092,2016,general,cong,0,NaN,NaN,NaN,0,0,0
64093,2016,general,cong,0,NaN,NaN,NaN,0,0,0
64098,2016,general,cong,418,0.05741626794258373,0.39473684210526316,0.5478468899521531,24,165,229
