elect_dist,year,type,office,total_votes,clinton_prop,sanders_prop,clinton_tot,sanders_tot
62012,2016,dem primary,pres,91,0.4945054945054945,0.5054945054945055,45,46
62013,2016,dem primary,pres,110,0.4818181818181818,0.5181818181818182,53,57
62014,2016,dem primary,pres,84,0.44047619047619047,0.5595238095238095,37,47
62015,2016,dem primary,pres,88,0.5227272727272727,0.4772727272727273,46,42
62016,2016,dem primary,pres,101,0.5346534653465347,0.46534653465346537,54,47
62017,2016,dem primary,pres,96,0.5208333333333334,0.4791666666666667,50,46
62018,2016,dem primary,pres,66,0.3484848484848485,0.6515151515151515,23,43
62019,2016,dem primary,pres,87,0.47126436781609193,0.5287356321839081,41,46
62020,2016,dem primary,pres,82,0.573170731707317,0.4268292682926829,47,35
62021,2016,dem primary,pres,55,0.45454545454545453,0.5454545454545454,25,30
62022,2016,dem primary,pres,69,0.43478260869565216,0.5652173913043478,30,39
62023,2016,dem primary,pres,77,0.5194805194805194,0.4805194805194805,40,37
62024,2016,dem primary,pres,111,0.4774774774774775,0.5225225225225225,53,58
62025,2016,dem primary,pres,75,0.4666666666666667,0.5333333333333333,35,40
62026,2016,dem primary,pres,146,0.6095890410958904,0.3904109589041096,89,57
62027,2016,dem primary,pres,91,0.5164835164835165,0.4835164835164835,47,44
62028,2016,dem primary,pres,82,0.4268292682926829,0.573170731707317,35,47
62029,2016,dem primary,pres,52,0.25,0.75,13,39
62030,2016,dem primary,pres,60,0.5166666666666667,0.48333333333333334,31,29
62031,2016,dem primary,pres,71,0.4788732394366197,0.5211267605633803,34,37
62032,2016,dem primary,pres,64,0.4375,0.5625,28,36
62033,2016,dem primary,pres,92,0.358695652173913,0.6413043478260869,33,59
62034,2016,dem primary,pres,80,0.3625,0.6375,29,51
62035,2016,dem primary,pres,59,0.4576271186440678,0.5423728813559322,27,32
62036,2016,dem primary,pres,108,0.5092592592592593,0.49074074074074076,55,53
62037,2016,dem primary,pres,86,0.4418604651162791,0.5581395348837209,38,48
62038,2016,dem primary,pres,112,0.44642857142857145,0.5535714285714286,50,62
62039,2016,dem primary,pres,78,0.32051282051282054,0.6794871794871795,25,53
62040,2016,dem primary,pres,76,0.42105263157894735,0.5789473684210527,32,44
62041,2016,dem primary,pres,72,0.3888888888888889,0.6111111111111112,28,44
62042,2016,dem primary,pres,102,0.3235294117647059,0.6764705882352942,33,69
62043,2016,dem primary,pres,68,0.4264705882352941,0.5735294117647058,29,39
62044,2016,dem primary,pres,126,0.42063492063492064,0.5793650793650794,53,73
62045,2016,dem primary,pres,77,0.5064935064935064,0.4935064935064935,39,38
62046,2016,dem primary,pres,95,0.43157894736842106,0.5684210526315789,41,54
62047,2016,dem primary,pres,95,0.43157894736842106,0.5684210526315789,41,54
62048,2016,dem primary,pres,88,0.5,0.5,44,44
62049,2016,dem primary,pres,108,0.5185185185185185,0.48148148148148145,56,52
62050,2016,dem primary,pres,101,0.40594059405940597,0.594059405940594,41,60
62051,2016,dem primary,pres,93,0.6021505376344086,0.3978494623655914,56,37
62052,2016,dem primary,pres,99,0.3939393939393939,0.6060606060606061,39,60
62053,2016,dem primary,pres,102,0.5294117647058824,0.47058823529411764,54,48
62054,2016,dem primary,pres,121,0.512396694214876,0.48760330578512395,62,59
62055,2016,dem primary,pres,103,0.44660194174757284,0.5533980582524272,46,57
62056,2016,dem primary,pres,102,0.49019607843137253,0.5098039215686274,50,52
62057,2016,dem primary,pres,80,0.45,0.55,36,44
62058,2016,dem primary,pres,82,0.2926829268292683,0.7073170731707317,24,58
62059,2016,dem primary,pres,60,0.4666666666666667,0.5333333333333333,28,32
62060,2016,dem primary,pres,25,0.48,0.52,12,13
62061,2016,dem primary,pres,84,0.5,0.5,42,42
62062,2016,dem primary,pres,69,0.43478260869565216,0.5652173913043478,30,39
62063,2016,dem primary,pres,65,0.46153846153846156,0.5384615384615384,30,35
62064,2016,dem primary,pres,62,0.45161290322580644,0.5483870967741935,28,34
62065,2016,dem primary,pres,68,0.5,0.5,34,34
62066,2016,dem primary,pres,94,0.39361702127659576,0.6063829787234043,37,57
62067,2016,dem primary,pres,114,0.42105263157894735,0.5789473684210527,48,66
62068,2016,dem primary,pres,104,0.4326923076923077,0.5673076923076923,45,59
62069,2016,dem primary,pres,85,0.49411764705882355,0.5058823529411764,42,43
62070,2016,dem primary,pres,34,0.4411764705882353,0.5588235294117647,15,19
62071,2016,dem primary,pres,118,0.423728813559322,0.576271186440678,50,68
62072,2016,dem primary,pres,69,0.6231884057971014,0.37681159420289856,43,26
62073,2016,dem primary,pres,112,0.5357142857142857,0.4642857142857143,60,52
62074,2016,dem primary,pres,0,NaN,NaN,0,0
62076,2016,dem primary,pres,30,0.23333333333333334,0.7666666666666667,7,23
63001,2016,dem primary,pres,151,0.45695364238410596,0.543046357615894,69,82
63002,2016,dem primary,pres,140,0.5642857142857143,0.4357142857142857,79,61
63003,2016,dem primary,pres,118,0.635593220338983,0.3644067796610169,75,43
63004,2016,dem primary,pres,64,0.484375,0.515625,31,33
63005,2016,dem primary,pres,88,0.45454545454545453,0.5454545454545454,40,48
63006,2016,dem primary,pres,74,0.43243243243243246,0.5675675675675675,32,42
63007,2016,dem primary,pres,139,0.5107913669064749,0.4892086330935252,71,68
63008,2016,dem primary,pres,62,0.4838709677419355,0.5161290322580645,30,32
63009,2016,dem primary,pres,7,0.42857142857142855,0.5714285714285714,3,4
63010,2016,dem primary,pres,84,0.5595238095238095,0.44047619047619047,47,37
63011,2016,dem primary,pres,181,0.5580110497237569,0.4419889502762431,101,80
63012,2016,dem primary,pres,146,0.5616438356164384,0.4383561643835616,82,64
63013,2016,dem primary,pres,161,0.5093167701863354,0.4906832298136646,82,79
63014,2016,dem primary,pres,129,0.5348837209302325,0.46511627906976744,69,60
63015,2016,dem primary,pres,135,0.6148148148148148,0.3851851851851852,83,52
63016,2016,dem primary,pres,138,0.39855072463768115,0.6014492753623188,55,83
63017,2016,dem primary,pres,52,0.46153846153846156,0.5384615384615384,24,28
63018,2016,dem primary,pres,105,0.5047619047619047,0.49523809523809526,53,52
63019,2016,dem primary,pres,77,0.42857142857142855,0.5714285714285714,33,44
63020,2016,dem primary,pres,92,0.6195652173913043,0.3804347826086957,57,35
63021,2016,dem primary,pres,104,0.47115384615384615,0.5288461538461539,49,55
63022,2016,dem primary,pres,102,0.5588235294117647,0.4411764705882353,57,45
63023,2016,dem primary,pres,104,0.5288461538461539,0.47115384615384615,55,49
63024,2016,dem primary,pres,138,0.4927536231884058,0.5072463768115942,68,70
63025,2016,dem primary,pres,78,0.6282051282051282,0.3717948717948718,49,29
63026,2016,dem primary,pres,135,0.5481481481481482,0.45185185185185184,74,61
63027,2016,dem primary,pres,111,0.45045045045045046,0.5495495495495496,50,61
63028,2016,dem primary,pres,100,0.55,0.45,55,45
63029,2016,dem primary,pres,120,0.5333333333333333,0.4666666666666667,64,56
63030,2016,dem primary,pres,122,0.5,0.5,61,61
63031,2016,dem primary,pres,125,0.584,0.416,73,52
63032,2016,dem primary,pres,155,0.49032258064516127,0.5096774193548387,76,79
63033,2016,dem primary,pres,110,0.42727272727272725,0.5727272727272728,47,63
63034,2016,dem primary,pres,78,0.5769230769230769,0.4230769230769231,45,33
63035,2016,dem primary,pres,84,0.36904761904761907,0.6309523809523809,31,53
63036,2016,dem primary,pres,159,0.46540880503144655,0.5345911949685535,74,85
63037,2016,dem primary,pres,162,0.5,0.5,81,81
63038,2016,dem primary,pres,218,0.6605504587155964,0.3394495412844037,144,74
63039,2016,dem primary,pres,192,0.5260416666666666,0.4739583333333333,101,91
63040,2016,dem primary,pres,152,0.6907894736842105,0.3092105263157895,105,47
63041,2016,dem primary,pres,128,0.6875,0.3125,88,40
63042,2016,dem primary,pres,208,0.5625,0.4375,117,91
63043,2016,dem primary,pres,218,0.6605504587155964,0.3394495412844037,144,74
63044,2016,dem primary,pres,145,0.6413793103448275,0.3586206896551724,93,52
63045,2016,dem primary,pres,187,0.6363636363636364,0.36363636363636365,119,68
63046,2016,dem primary,pres,58,0.43103448275862066,0.5689655172413793,25,33
63047,2016,dem primary,pres,120,0.525,0.475,63,57
63048,2016,dem primary,pres,86,0.6511627906976745,0.3488372093023256,56,30
63049,2016,dem primary,pres,92,0.5652173913043478,0.43478260869565216,52,40
63050,2016,dem primary,pres,139,0.5467625899280576,0.45323741007194246,76,63
63051,2016,dem primary,pres,99,0.5252525252525253,0.47474747474747475,52,47
63052,2016,dem primary,pres,75,0.5466666666666666,0.4533333333333333,41,34
63053,2016,dem primary,pres,101,0.5346534653465347,0.46534653465346537,54,47
63054,2016,dem primary,pres,153,0.5751633986928104,0.42483660130718953,88,65
63055,2016,dem primary,pres,86,0.5232558139534884,0.47674418604651164,45,41
63056,2016,dem primary,pres,129,0.5348837209302325,0.46511627906976744,69,60
63057,2016,dem primary,pres,147,0.5850340136054422,0.41496598639455784,86,61
63058,2016,dem primary,pres,143,0.5034965034965035,0.4965034965034965,72,71
63059,2016,dem primary,pres,110,0.5363636363636364,0.4636363636363636,59,51
63060,2016,dem primary,pres,162,0.5061728395061729,0.49382716049382713,82,80
63061,2016,dem primary,pres,131,0.5114503816793893,0.48854961832061067,67,64
63062,2016,dem primary,pres,76,0.5,0.5,38,38
63063,2016,dem primary,pres,144,0.4583333333333333,0.5416666666666666,66,78
63064,2016,dem primary,pres,145,0.496551724137931,0.503448275862069,72,73
63065,2016,dem primary,pres,126,0.3968253968253968,0.6031746031746031,50,76
63066,2016,dem primary,pres,124,0.4112903225806452,0.5887096774193549,51,73
63067,2016,dem primary,pres,111,0.36936936936936937,0.6306306306306306,41,70
63068,2016,dem primary,pres,168,0.6428571428571429,0.35714285714285715,108,60
63069,2016,dem primary,pres,87,0.5517241379310345,0.4482758620689655,48,39
63070,2016,dem primary,pres,58,0.5344827586206896,0.46551724137931033,31,27
63071,2016,dem primary,pres,152,0.625,0.375,95,57
63072,2016,dem primary,pres,113,0.6283185840707964,0.37168141592920356,71,42
63073,2016,dem primary,pres,99,0.45454545454545453,0.5454545454545454,45,54
63074,2016,dem primary,pres,73,0.6712328767123288,0.3287671232876712,49,24
63075,2016,dem primary,pres,135,0.6222222222222222,0.37777777777777777,84,51
63076,2016,dem primary,pres,0,NaN,NaN,0,0
63081,2016,dem primary,pres,97,0.4742268041237113,0.5257731958762887,46,51
64001,2016,dem primary,pres,83,0.4939759036144578,0.5060240963855421,41,42
64002,2016,dem primary,pres,79,0.4430379746835443,0.5569620253164557,35,44
64003,2016,dem primary,pres,100,0.34,0.66,34,66
64004,2016,dem primary,pres,93,0.5161290322580645,0.4838709677419355,48,45
64005,2016,dem primary,pres,126,0.5079365079365079,0.49206349206349204,64,62
64006,2016,dem primary,pres,87,0.40229885057471265,0.5977011494252874,35,52
64007,2016,dem primary,pres,64,0.484375,0.515625,31,33
64008,2016,dem primary,pres,86,0.5465116279069767,0.45348837209302323,47,39
64009,2016,dem primary,pres,114,0.4824561403508772,0.5175438596491229,55,59
64010,2016,dem primary,pres,89,0.38202247191011235,0.6179775280898876,34,55
64011,2016,dem primary,pres,21,0.38095238095238093,0.6190476190476191,8,13
64012,2016,dem primary,pres,48,0.3333333333333333,0.6666666666666666,16,32
64013,2016,dem primary,pres,34,0.5588235294117647,0.4411764705882353,19,15
64014,2016,dem primary,pres,85,0.5176470588235295,0.4823529411764706,44,41
64015,2016,dem primary,pres,94,0.425531914893617,0.574468085106383,40,54
64016,2016,dem primary,pres,110,0.33636363636363636,0.6636363636363637,37,73
64017,2016,dem primary,pres,109,0.47706422018348627,0.5229357798165137,52,57
64018,2016,dem primary,pres,100,0.46,0.54,46,54
64019,2016,dem primary,pres,126,0.5396825396825397,0.4603174603174603,68,58
64020,2016,dem primary,pres,80,0.4125,0.5875,33,47
64021,2016,dem primary,pres,84,0.32142857142857145,0.6785714285714286,27,57
64022,2016,dem primary,pres,133,0.49624060150375937,0.5037593984962406,66,67
64023,2016,dem primary,pres,117,0.5042735042735043,0.49572649572649574,59,58
64024,2016,dem primary,pres,70,0.5857142857142857,0.4142857142857143,41,29
64025,2016,dem primary,pres,69,0.36231884057971014,0.6376811594202898,25,44
64026,2016,dem primary,pres,103,0.4174757281553398,0.5825242718446602,43,60
64027,2016,dem primary,pres,98,0.3979591836734694,0.6020408163265306,39,59
64028,2016,dem primary,pres,62,0.22580645161290322,0.7741935483870968,14,48
64029,2016,dem primary,pres,99,0.45454545454545453,0.5454545454545454,45,54
64030,2016,dem primary,pres,73,0.5068493150684932,0.4931506849315068,37,36
64031,2016,dem primary,pres,88,0.5227272727272727,0.4772727272727273,46,42
64032,2016,dem primary,pres,116,0.5172413793103449,0.4827586206896552,60,56
64033,2016,dem primary,pres,73,0.4383561643835616,0.5616438356164384,32,41
64034,2016,dem primary,pres,103,0.49514563106796117,0.5048543689320388,51,52
64035,2016,dem primary,pres,92,0.532608695652174,0.4673913043478261,49,43
64036,2016,dem primary,pres,130,0.46923076923076923,0.5307692307692308,61,69
64037,2016,dem primary,pres,90,0.5444444444444444,0.45555555555555555,49,41
64038,2016,dem primary,pres,81,0.5061728395061729,0.49382716049382713,41,40
64039,2016,dem primary,pres,106,0.49056603773584906,0.5094339622641509,52,54
64040,2016,dem primary,pres,139,0.5467625899280576,0.45323741007194246,76,63
64041,2016,dem primary,pres,94,0.43617021276595747,0.5638297872340425,41,53
64042,2016,dem primary,pres,136,0.49264705882352944,0.5073529411764706,67,69
64043,2016,dem primary,pres,96,0.5520833333333334,0.4479166666666667,53,43
64044,2016,dem primary,pres,112,0.5535714285714286,0.44642857142857145,62,50
64045,2016,dem primary,pres,70,0.42857142857142855,0.5714285714285714,30,40
64046,2016,dem primary,pres,96,0.53125,0.46875,51,45
64047,2016,dem primary,pres,106,0.44339622641509435,0.5566037735849056,47,59
64048,2016,dem primary,pres,46,0.391304347826087,0.6086956521739131,18,28
64049,2016,dem primary,pres,153,0.6078431372549019,0.39215686274509803,93,60
64050,2016,dem primary,pres,179,0.4748603351955307,0.5251396648044693,85,94
64051,2016,dem primary,pres,143,0.46153846153846156,0.5384615384615384,66,77
64052,2016,dem primary,pres,123,0.4715447154471545,0.5284552845528455,58,65
64053,2016,dem primary,pres,123,0.43902439024390244,0.5609756097560976,54,69
64056,2016,dem primary,pres,0,NaN,NaN,0,0
64062,2016,dem primary,pres,38,0.5,0.5,19,19
64075,2016,dem primary,pres,218,0.44954128440366975,0.5504587155963303,98,120
64076,2016,dem primary,pres,215,0.4744186046511628,0.5255813953488372,102,113
64077,2016,dem primary,pres,211,0.4312796208530806,0.5687203791469194,91,120
64078,2016,dem primary,pres,272,0.49264705882352944,0.5073529411764706,134,138
64079,2016,dem primary,pres,209,0.45454545454545453,0.5454545454545454,95,114
64080,2016,dem primary,pres,208,0.40865384615384615,0.5913461538461539,85,123
64081,2016,dem primary,pres,106,0.44339622641509435,0.5566037735849056,47,59
64083,2016,dem primary,pres,139,0.4460431654676259,0.5539568345323741,62,77
64084,2016,dem primary,pres,184,0.5108695652173914,0.4891304347826087,94,90
64085,2016,dem primary,pres,185,0.43243243243243246,0.5675675675675675,80,105
64086,2016,dem primary,pres,164,0.5121951219512195,0.4878048780487805,84,80
64087,2016,dem primary,pres,146,0.410958904109589,0.589041095890411,60,86
64088,2016,dem primary,pres,191,0.45549738219895286,0.5445026178010471,87,104
64089,2016,dem primary,pres,131,0.5877862595419847,0.4122137404580153,77,54
64090,2016,dem primary,pres,214,0.4205607476635514,0.5794392523364486,90,124
64091,2016,dem primary,pres,62,0.5806451612903226,0.41935483870967744,36,26
64092,2016,dem primary,pres,0,NaN,NaN,0,0
64098,2016,dem primary,pres,125,0.304,0.696,38,87
