elect_dist,year,type,office,total_votes,carson_prop,cruz_prop,kasich_prop,trump_prop,carson_tot,cruz_tot,kasich_tot,trump_tot
62020,2016,rep primary,pres,153,0,0.0392156862745098,0.05228758169934641,0.9084967320261438,0,6,8,139
62021,2016,rep primary,pres,181,0,0.06077348066298342,0.0718232044198895,0.8674033149171271,0,11,13,157
62022,2016,rep primary,pres,183,0.00546448087431694,0.07103825136612021,0.03825136612021858,0.8852459016393442,1,13,7,162
62023,2016,rep primary,pres,170,0,0.08235294117647059,0.07058823529411765,0.8470588235294118,0,14,12,144
62024,2016,rep primary,pres,92,0,0.08695652173913043,0.10869565217391304,0.8043478260869565,0,8,10,74
62025,2016,rep primary,pres,181,0,0.055248618784530384,0.06077348066298342,0.8839779005524862,0,10,11,160
62026,2016,rep primary,pres,97,0,0.09278350515463918,0.17525773195876287,0.7319587628865979,0,9,17,71
62027,2016,rep primary,pres,165,0,0.06060606060606061,0.06666666666666667,0.8727272727272727,0,10,11,144
62028,2016,rep primary,pres,154,0,0.03896103896103896,0.07792207792207792,0.8831168831168831,0,6,12,136
62029,2016,rep primary,pres,110,0.01818181818181818,0.06363636363636363,0.01818181818181818,0.9,2,7,2,99
62030,2016,rep primary,pres,199,0.005025125628140704,0.04020100502512563,0.04020100502512563,0.914572864321608,1,8,8,182
62031,2016,rep primary,pres,154,0.006493506493506494,0.07792207792207792,0.12337662337662338,0.7922077922077922,1,12,19,122
62032,2016,rep primary,pres,173,0.005780346820809248,0.05202312138728324,0.09826589595375723,0.8439306358381503,1,9,17,146
62033,2016,rep primary,pres,171,0.005847953216374269,0.04093567251461988,0.07017543859649122,0.8830409356725146,1,7,12,151
62034,2016,rep primary,pres,184,0,0.07065217391304347,0.07608695652173914,0.8532608695652174,0,13,14,157
62035,2016,rep primary,pres,211,0,0.04265402843601896,0.07109004739336493,0.8862559241706162,0,9,15,187
62036,2016,rep primary,pres,176,0,0.0625,0.13636363636363635,0.8011363636363636,0,11,24,141
62037,2016,rep primary,pres,194,0,0.05154639175257732,0.0979381443298969,0.8505154639175257,0,10,19,165
62038,2016,rep primary,pres,161,0,0.049689440993788817,0.09937888198757763,0.8509316770186336,0,8,16,137
62039,2016,rep primary,pres,203,0.009852216748768473,0.06896551724137931,0.08866995073891626,0.8325123152709359,2,14,18,169
62040,2016,rep primary,pres,149,0,0.04697986577181208,0.12080536912751678,0.8322147651006712,0,7,18,124
62041,2016,rep primary,pres,176,0,0.05113636363636364,0.056818181818181816,0.8920454545454546,0,9,10,157
62042,2016,rep primary,pres,167,0.011976047904191617,0.017964071856287425,0.023952095808383235,0.9461077844311377,2,3,4,158
62043,2016,rep primary,pres,147,0,0.05442176870748299,0.1292517006802721,0.8163265306122449,0,8,19,120
62044,2016,rep primary,pres,176,0.005681818181818182,0.07386363636363637,0.07386363636363637,0.8465909090909091,1,13,13,149
62045,2016,rep primary,pres,143,0,0.04195804195804196,0.06293706293706294,0.8951048951048951,0,6,9,128
62046,2016,rep primary,pres,157,0,0.044585987261146494,0.12101910828025478,0.8343949044585988,0,7,19,131
62047,2016,rep primary,pres,149,0,0.053691275167785234,0.06040268456375839,0.8859060402684564,0,8,9,132
62048,2016,rep primary,pres,152,0.013157894736842105,0.03289473684210526,0.05263157894736842,0.9013157894736842,2,5,8,137
62049,2016,rep primary,pres,156,0.00641025641025641,0.038461538461538464,0.057692307692307696,0.8974358974358975,1,6,9,140
62050,2016,rep primary,pres,160,0.00625,0.0375,0.15,0.80625,1,6,24,129
62051,2016,rep primary,pres,119,0.008403361344537815,0.10084033613445378,0.13445378151260504,0.7563025210084033,1,12,16,90
62052,2016,rep primary,pres,156,0,0.08974358974358974,0.0641025641025641,0.8461538461538461,0,14,10,132
62053,2016,rep primary,pres,138,0,0.050724637681159424,0.08695652173913043,0.8623188405797102,0,7,12,119
62054,2016,rep primary,pres,154,0,0.025974025974025976,0.08441558441558442,0.8896103896103896,0,4,13,137
62055,2016,rep primary,pres,144,0,0.1111111111111111,0.1527777777777778,0.7361111111111112,0,16,22,106
62056,2016,rep primary,pres,130,0,0.015384615384615385,0.14615384615384616,0.8384615384615385,0,2,19,109
62057,2016,rep primary,pres,143,0,0.04895104895104895,0.07692307692307693,0.8741258741258742,0,7,11,125
62058,2016,rep primary,pres,189,0,0.06878306878306878,0.0582010582010582,0.873015873015873,0,13,11,165
62059,2016,rep primary,pres,81,0,0.07407407407407407,0.08641975308641975,0.8395061728395061,0,6,7,68
62060,2016,rep primary,pres,77,0,0.03896103896103896,0.05194805194805195,0.9090909090909091,0,3,4,70
62061,2016,rep primary,pres,91,0,0.10989010989010989,0.0989010989010989,0.7912087912087912,0,10,9,72
62062,2016,rep primary,pres,92,0,0.043478260869565216,0.08695652173913043,0.8695652173913043,0,4,8,80
62063,2016,rep primary,pres,53,0,0.018867924528301886,0.09433962264150944,0.8867924528301887,0,1,5,47
62064,2016,rep primary,pres,66,0,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,6,12,48
62065,2016,rep primary,pres,233,0.004291845493562232,0.03862660944206009,0.13304721030042918,0.8240343347639485,1,9,31,192
62066,2016,rep primary,pres,206,0.019417475728155338,0.08737864077669903,0.0825242718446602,0.8106796116504854,4,18,17,167
62067,2016,rep primary,pres,149,0.013422818791946308,0.053691275167785234,0.0738255033557047,0.8590604026845637,2,8,11,128
62068,2016,rep primary,pres,136,0,0.08823529411764706,0.16176470588235295,0.75,0,12,22,102
62069,2016,rep primary,pres,109,0,0.05504587155963303,0.11926605504587157,0.8256880733944955,0,6,13,90
62070,2016,rep primary,pres,72,0,0.08333333333333333,0.06944444444444445,0.8472222222222222,0,6,5,61
62071,2016,rep primary,pres,212,0.009433962264150943,0.09905660377358491,0.08490566037735849,0.8066037735849056,2,21,18,171
62072,2016,rep primary,pres,178,0,0.06179775280898876,0.14606741573033707,0.7921348314606742,0,11,26,141
62073,2016,rep primary,pres,165,0,0.04242424242424243,0.10303030303030303,0.8545454545454545,0,7,17,141
62074,2016,rep primary,pres,0,NaN,NaN,NaN,NaN,0,0,0,0
62076,2016,rep primary,pres,101,0,0.1188118811881188,0.0297029702970297,0.8514851485148515,0,12,3,86
63001,2016,rep primary,pres,99,0,0.12121212121212122,0.1111111111111111,0.7676767676767676,0,12,11,76
63002,2016,rep primary,pres,49,0,0.02040816326530612,0.16326530612244897,0.8163265306122449,0,1,8,40
63003,2016,rep primary,pres,61,0,0.11475409836065574,0.08196721311475409,0.8032786885245902,0,7,5,49
63004,2016,rep primary,pres,99,0,0.06060606060606061,0.0707070707070707,0.8686868686868687,0,6,7,86
63005,2016,rep primary,pres,85,0,0.03529411764705882,0.07058823529411765,0.8941176470588236,0,3,6,76
63006,2016,rep primary,pres,117,0,0.06837606837606838,0.09401709401709402,0.8376068376068376,0,8,11,98
63007,2016,rep primary,pres,64,0,0.0625,0.125,0.8125,0,4,8,52
63008,2016,rep primary,pres,65,0,0.03076923076923077,0.07692307692307693,0.8923076923076924,0,2,5,58
63009,2016,rep primary,pres,11,0,0,0,1,0,0,0,11
63010,2016,rep primary,pres,44,0,0.13636363636363635,0.18181818181818182,0.6818181818181818,0,6,8,30
63011,2016,rep primary,pres,97,0.010309278350515464,0.1134020618556701,0.09278350515463918,0.7835051546391752,1,11,9,76
63012,2016,rep primary,pres,98,0.01020408163265306,0.05102040816326531,0.11224489795918367,0.826530612244898,1,5,11,81
63013,2016,rep primary,pres,80,0,0.1,0.1,0.8,0,8,8,64
63014,2016,rep primary,pres,79,0.012658227848101266,0.12658227848101267,0.0759493670886076,0.7848101265822784,1,10,6,62
63015,2016,rep primary,pres,73,0,0.0547945205479452,0.1232876712328767,0.821917808219178,0,4,9,60
63016,2016,rep primary,pres,64,0,0.078125,0.0625,0.859375,0,5,4,55
63017,2016,rep primary,pres,31,0,0.16129032258064516,0.12903225806451613,0.7096774193548387,0,5,4,22
63018,2016,rep primary,pres,155,0.0064516129032258064,0.06451612903225806,0.07741935483870968,0.8516129032258064,1,10,12,132
63019,2016,rep primary,pres,54,0,0.12962962962962962,0.09259259259259259,0.7777777777777778,0,7,5,42
63020,2016,rep primary,pres,100,0.01,0.06,0.14,0.79,1,6,14,79
63021,2016,rep primary,pres,125,0.008,0.072,0.032,0.888,1,9,4,111
63022,2016,rep primary,pres,82,0,0.10975609756097561,0.07317073170731707,0.8170731707317073,0,9,6,67
63023,2016,rep primary,pres,62,0.016129032258064516,0.06451612903225806,0.08064516129032258,0.8387096774193549,1,4,5,52
63024,2016,rep primary,pres,98,0,0.07142857142857142,0.09183673469387756,0.8367346938775511,0,7,9,82
63025,2016,rep primary,pres,68,0.014705882352941176,0.3088235294117647,0.10294117647058823,0.5735294117647058,1,21,7,39
63026,2016,rep primary,pres,81,0.012345679012345678,0.30864197530864196,0.16049382716049382,0.5185185185185185,1,25,13,42
63027,2016,rep primary,pres,78,0,0.05128205128205128,0.15384615384615385,0.7948717948717948,0,4,12,62
63028,2016,rep primary,pres,144,0,0.06944444444444445,0.06944444444444445,0.8611111111111112,0,10,10,124
63029,2016,rep primary,pres,120,0.016666666666666666,0.058333333333333334,0.041666666666666664,0.8833333333333333,2,7,5,106
63030,2016,rep primary,pres,77,0.025974025974025976,0.07792207792207792,0.11688311688311688,0.7792207792207793,2,6,9,60
63031,2016,rep primary,pres,93,0.021505376344086023,0.06451612903225806,0.11827956989247312,0.7956989247311828,2,6,11,74
63032,2016,rep primary,pres,122,0,0.10655737704918032,0.08196721311475409,0.8114754098360656,0,13,10,99
63033,2016,rep primary,pres,122,0.00819672131147541,0.06557377049180328,0.07377049180327869,0.8524590163934426,1,8,9,104
63034,2016,rep primary,pres,63,0,0.12698412698412698,0.031746031746031744,0.8412698412698413,0,8,2,53
63035,2016,rep primary,pres,126,0,0.1349206349206349,0.18253968253968253,0.6825396825396826,0,17,23,86
63036,2016,rep primary,pres,106,0,0.12264150943396226,0.12264150943396226,0.7547169811320755,0,13,13,80
63037,2016,rep primary,pres,54,0,0.18518518518518517,0.037037037037037035,0.7777777777777778,0,10,2,42
63038,2016,rep primary,pres,42,0,0.14285714285714285,0.16666666666666666,0.6904761904761905,0,6,7,29
63039,2016,rep primary,pres,33,0,0.030303030303030304,0.18181818181818182,0.7878787878787878,0,1,6,26
63040,2016,rep primary,pres,18,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.7777777777777778,1,2,1,14
63041,2016,rep primary,pres,7,0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0,3,1,3
63042,2016,rep primary,pres,2,0,0.5,0,0.5,0,1,0,1
63043,2016,rep primary,pres,20,0.15,0.15,0.15,0.55,3,3,3,11
63044,2016,rep primary,pres,12,0.08333333333333333,0.3333333333333333,0.25,0.3333333333333333,1,4,3,4
63045,2016,rep primary,pres,4,0,0.5,0.25,0.25,0,2,1,1
63046,2016,rep primary,pres,82,0,0.024390243902439025,0.07317073170731707,0.9024390243902439,0,2,6,74
63047,2016,rep primary,pres,155,0,0.05161290322580645,0.12903225806451613,0.8193548387096774,0,8,20,127
63048,2016,rep primary,pres,159,0,0.03773584905660377,0.11320754716981132,0.8490566037735849,0,6,18,135
63049,2016,rep primary,pres,170,0.0058823529411764705,0.023529411764705882,0.08823529411764706,0.8823529411764706,1,4,15,150
63050,2016,rep primary,pres,86,0.011627906976744186,0.09302325581395349,0.1744186046511628,0.7209302325581395,1,8,15,62
63051,2016,rep primary,pres,108,0,0.06481481481481481,0.12962962962962962,0.8055555555555556,0,7,14,87
63052,2016,rep primary,pres,88,0.011363636363636364,0.17045454545454544,0.07954545454545454,0.7386363636363636,1,15,7,65
63053,2016,rep primary,pres,59,0,0.06779661016949153,0.06779661016949153,0.864406779661017,0,4,4,51
63054,2016,rep primary,pres,78,0,0.15384615384615385,0.11538461538461539,0.7307692307692307,0,12,9,57
63055,2016,rep primary,pres,78,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.8974358974358975,2,2,4,70
63056,2016,rep primary,pres,48,0.020833333333333332,0.1875,0.10416666666666667,0.6875,1,9,5,33
63057,2016,rep primary,pres,86,0,0.36046511627906974,0.09302325581395349,0.5465116279069767,0,31,8,47
63058,2016,rep primary,pres,107,0,0.17757009345794392,0.08411214953271028,0.7383177570093458,0,19,9,79
63059,2016,rep primary,pres,123,0,0.08130081300813008,0.056910569105691054,0.8617886178861789,0,10,7,106
63060,2016,rep primary,pres,93,0,0.07526881720430108,0.17204301075268819,0.7526881720430108,0,7,16,70
63061,2016,rep primary,pres,79,0,0.12658227848101267,0.21518987341772153,0.6582278481012658,0,10,17,52
63062,2016,rep primary,pres,110,0.00909090909090909,0.07272727272727272,0.16363636363636364,0.7545454545454545,1,8,18,83
63063,2016,rep primary,pres,129,0,0.03875968992248062,0.07751937984496124,0.8837209302325582,0,5,10,114
63064,2016,rep primary,pres,151,0.013245033112582781,0.08609271523178808,0.15894039735099338,0.7417218543046358,2,13,24,112
63065,2016,rep primary,pres,109,0,0.07339449541284404,0.11009174311926606,0.8165137614678899,0,8,12,89
63066,2016,rep primary,pres,105,0.009523809523809525,0.10476190476190476,0.1619047619047619,0.7238095238095238,1,11,17,76
63067,2016,rep primary,pres,104,0,0.10576923076923077,0.1346153846153846,0.7596153846153846,0,11,14,79
63068,2016,rep primary,pres,47,0,0.1276595744680851,0.19148936170212766,0.6808510638297872,0,6,9,32
63069,2016,rep primary,pres,62,0.016129032258064516,0.08064516129032258,0.06451612903225806,0.8387096774193549,1,5,4,52
63070,2016,rep primary,pres,57,0,0.08771929824561403,0.14035087719298245,0.7719298245614035,0,5,8,44
63071,2016,rep primary,pres,12,0,0.08333333333333333,0.16666666666666666,0.75,0,1,2,9
63072,2016,rep primary,pres,112,0.008928571428571428,0.08035714285714286,0.10714285714285714,0.8035714285714286,1,9,12,90
63073,2016,rep primary,pres,100,0,0.1,0.09,0.81,0,10,9,81
63074,2016,rep primary,pres,59,0,0.05084745762711865,0.15254237288135594,0.7966101694915254,0,3,9,47
63075,2016,rep primary,pres,16,0,0.1875,0.1875,0.625,0,3,3,10
63076,2016,rep primary,pres,0,NaN,NaN,NaN,NaN,0,0,0,0
63081,2016,rep primary,pres,93,0.010752688172043012,0.07526881720430108,0.0967741935483871,0.8172043010752689,1,7,9,76
64001,2016,rep primary,pres,129,0,0.09302325581395349,0.08527131782945736,0.8217054263565892,0,12,11,106
64002,2016,rep primary,pres,163,0,0.049079754601226995,0.08588957055214724,0.8650306748466258,0,8,14,141
64003,2016,rep primary,pres,166,0,0.04216867469879518,0.12048192771084337,0.8373493975903614,0,7,20,139
64004,2016,rep primary,pres,140,0.014285714285714285,0.10714285714285714,0.08571428571428572,0.7928571428571428,2,15,12,111
64005,2016,rep primary,pres,168,0.011904761904761904,0.05357142857142857,0.10119047619047619,0.8333333333333334,2,9,17,140
64006,2016,rep primary,pres,149,0,0.06711409395973154,0.12080536912751678,0.8120805369127517,0,10,18,121
64007,2016,rep primary,pres,180,0,0.07222222222222222,0.07777777777777778,0.85,0,13,14,153
64008,2016,rep primary,pres,146,0,0.07534246575342465,0.10273972602739725,0.821917808219178,0,11,15,120
64009,2016,rep primary,pres,165,0,0.08484848484848485,0.03636363636363636,0.8787878787878788,0,14,6,145
64010,2016,rep primary,pres,177,0,0.04519774011299435,0.062146892655367235,0.8926553672316384,0,8,11,158
64011,2016,rep primary,pres,57,0,0.21052631578947367,0.08771929824561403,0.7017543859649122,0,12,5,40
64012,2016,rep primary,pres,115,0,0.05217391304347826,0.034782608695652174,0.9130434782608695,0,6,4,105
64013,2016,rep primary,pres,42,0,0.14285714285714285,0.047619047619047616,0.8095238095238095,0,6,2,34
64014,2016,rep primary,pres,154,0,0.13636363636363635,0.06493506493506493,0.7987012987012987,0,21,10,123
64015,2016,rep primary,pres,197,0,0.030456852791878174,0.08629441624365482,0.883248730964467,0,6,17,174
64016,2016,rep primary,pres,171,0.005847953216374269,0.05263157894736842,0.11695906432748537,0.8245614035087719,1,9,20,141
64017,2016,rep primary,pres,156,0.00641025641025641,0.11538461538461539,0.1282051282051282,0.75,1,18,20,117
64018,2016,rep primary,pres,96,0,0.08333333333333333,0.03125,0.8854166666666666,0,8,3,85
64019,2016,rep primary,pres,56,0,0.16071428571428573,0.125,0.7142857142857143,0,9,7,40
64020,2016,rep primary,pres,95,0,0.08421052631578947,0.042105263157894736,0.8736842105263158,0,8,4,83
64021,2016,rep primary,pres,100,0,0.07,0.08,0.85,0,7,8,85
64022,2016,rep primary,pres,129,0.007751937984496124,0.06976744186046512,0.15503875968992248,0.7674418604651163,1,9,20,99
64023,2016,rep primary,pres,136,0,0.11764705882352941,0.11764705882352941,0.7647058823529411,0,16,16,104
64024,2016,rep primary,pres,104,0.019230769230769232,0.09615384615384616,0.11538461538461539,0.7692307692307693,2,10,12,80
64025,2016,rep primary,pres,97,0.010309278350515464,0.08247422680412371,0.09278350515463918,0.8144329896907216,1,8,9,79
64026,2016,rep primary,pres,133,0,0.08270676691729323,0.16541353383458646,0.7518796992481203,0,11,22,100
64027,2016,rep primary,pres,87,0.011494252873563218,0.1724137931034483,0.08045977011494253,0.735632183908046,1,15,7,64
64028,2016,rep primary,pres,80,0,0.0875,0.175,0.7375,0,7,14,59
64029,2016,rep primary,pres,134,0.007462686567164179,0.09701492537313433,0.12686567164179105,0.7686567164179104,1,13,17,103
64030,2016,rep primary,pres,95,0,0.031578947368421054,0.08421052631578947,0.8842105263157894,0,3,8,84
64031,2016,rep primary,pres,113,0.017699115044247787,0.07964601769911504,0.1415929203539823,0.7610619469026548,2,9,16,86
64032,2016,rep primary,pres,129,0.007751937984496124,0.03875968992248062,0.11627906976744186,0.8372093023255814,1,5,15,108
64033,2016,rep primary,pres,108,0.018518518518518517,0.07407407407407407,0.05555555555555555,0.8518518518518519,2,8,6,92
64034,2016,rep primary,pres,100,0,0.12,0.11,0.77,0,12,11,77
64035,2016,rep primary,pres,142,0.007042253521126761,0.09154929577464789,0.176056338028169,0.7253521126760564,1,13,25,103
64036,2016,rep primary,pres,100,0,0.08,0.11,0.81,0,8,11,81
64037,2016,rep primary,pres,106,0,0.018867924528301886,0.1509433962264151,0.8301886792452831,0,2,16,88
64038,2016,rep primary,pres,56,0,0.10714285714285714,0.10714285714285714,0.7857142857142857,0,6,6,44
64039,2016,rep primary,pres,120,0.008333333333333333,0.09166666666666666,0.1,0.8,1,11,12,96
64040,2016,rep primary,pres,52,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.7692307692307693,2,4,6,40
64041,2016,rep primary,pres,78,0,0.0641025641025641,0.05128205128205128,0.8846153846153846,0,5,4,69
64042,2016,rep primary,pres,60,0,0.08333333333333333,0.05,0.8666666666666667,0,5,3,52
64043,2016,rep primary,pres,54,0,0.05555555555555555,0.12962962962962962,0.8148148148148148,0,3,7,44
64044,2016,rep primary,pres,82,0,0.036585365853658534,0.13414634146341464,0.8292682926829268,0,3,11,68
64045,2016,rep primary,pres,65,0,0.03076923076923077,0.23076923076923078,0.7384615384615385,0,2,15,48
64046,2016,rep primary,pres,61,0,0.08196721311475409,0.06557377049180328,0.8524590163934426,0,5,4,52
64047,2016,rep primary,pres,69,0.028985507246376812,0.07246376811594203,0.17391304347826086,0.7246376811594203,2,5,12,50
64048,2016,rep primary,pres,74,0,0.06756756756756757,0.16216216216216217,0.7702702702702703,0,5,12,57
64049,2016,rep primary,pres,80,0.0125,0.1,0.1,0.7875,1,8,8,63
64050,2016,rep primary,pres,89,0,0.10112359550561797,0.12359550561797752,0.7752808988764045,0,9,11,69
64051,2016,rep primary,pres,56,0,0.08928571428571429,0.10714285714285714,0.8035714285714286,0,5,6,45
64052,2016,rep primary,pres,89,0,0.07865168539325842,0.0898876404494382,0.8314606741573034,0,7,8,74
64053,2016,rep primary,pres,69,0,0.057971014492753624,0.057971014492753624,0.8840579710144928,0,4,4,61
64056,2016,rep primary,pres,0,NaN,NaN,NaN,NaN,0,0,0,0
64062,2016,rep primary,pres,47,0,0.02127659574468085,0.10638297872340426,0.8723404255319149,0,1,5,41
64075,2016,rep primary,pres,65,0.015384615384615385,0.09230769230769231,0.2153846153846154,0.676923076923077,1,6,14,44
64076,2016,rep primary,pres,75,0,0.10666666666666667,0.18666666666666668,0.7066666666666667,0,8,14,53
64077,2016,rep primary,pres,82,0.012195121951219513,0.14634146341463414,0.2073170731707317,0.6341463414634146,1,12,17,52
64078,2016,rep primary,pres,63,0,0.1746031746031746,0.14285714285714285,0.6825396825396826,0,11,9,43
64079,2016,rep primary,pres,44,0.022727272727272728,0.20454545454545456,0.1590909090909091,0.6136363636363636,1,9,7,27
64080,2016,rep primary,pres,38,0,0.15789473684210525,0.21052631578947367,0.631578947368421,0,6,8,24
64081,2016,rep primary,pres,22,0,0.2727272727272727,0.13636363636363635,0.5909090909090909,0,6,3,13
64083,2016,rep primary,pres,36,0.027777777777777776,0.2777777777777778,0.2777777777777778,0.4166666666666667,1,10,10,15
64084,2016,rep primary,pres,69,0,0.08695652173913043,0.30434782608695654,0.6086956521739131,0,6,21,42
64085,2016,rep primary,pres,39,0,0.1282051282051282,0.1282051282051282,0.7435897435897436,0,5,5,29
64086,2016,rep primary,pres,45,0.022222222222222223,0,0.15555555555555556,0.8222222222222222,1,0,7,37
64087,2016,rep primary,pres,62,0.016129032258064516,0.06451612903225806,0.14516129032258066,0.7741935483870968,1,4,9,48
64088,2016,rep primary,pres,51,0,0.0392156862745098,0.23529411764705882,0.7254901960784313,0,2,12,37
64089,2016,rep primary,pres,119,0,0.09243697478991597,0.19327731092436976,0.7142857142857143,0,11,23,85
64090,2016,rep primary,pres,82,0,0.12195121951219512,0.25609756097560976,0.6219512195121951,0,10,21,51
64091,2016,rep primary,pres,66,0,0.045454545454545456,0.15151515151515152,0.803030303030303,0,3,10,53
64092,2016,rep primary,pres,0,NaN,NaN,NaN,NaN,0,0,0,0
64098,2016,rep primary,pres,30,0,0.1,0.13333333333333333,0.7666666666666667,0,3,4,23
