elect_dist,year,type,office,total_votes,albanese_prop,browder_prop,commey_prop,deblasio_prop,dietl_prop,malliotakis_prop,tolkin_prop,albanese_tot,browder_tot,commey_tot,deblasio_tot,dietl_tot,malliotakis_tot,tolkin_tot
61023,2017,general,mayor,267,0.026217228464419477,0.011235955056179775,0,0.49063670411985016,0.026217228464419477,0.44569288389513106,0,7,3,0,131,7,119,0
61024,2017,general,mayor,358,0.0111731843575419,0.002793296089385475,0,0.3268156424581006,0.01675977653631285,0.6396648044692738,0.002793296089385475,4,1,0,117,6,229,1
61025,2017,general,mayor,336,0.01488095238095238,0.005952380952380952,0.005952380952380952,0.46130952380952384,0.002976190476190476,0.5059523809523809,0.002976190476190476,5,2,2,155,1,170,1
61026,2017,general,mayor,262,0.019083969465648856,0.007633587786259542,0,0.6641221374045801,0.011450381679389313,0.29389312977099236,0.003816793893129771,5,2,0,174,3,77,1
61027,2017,general,mayor,257,0.0038910505836575876,0.01556420233463035,0.0038910505836575876,0.5797665369649806,0.007782101167315175,0.38132295719844356,0.007782101167315175,1,4,1,149,2,98,2
61028,2017,general,mayor,190,0.010526315789473684,0.005263157894736842,0,0.6105263157894737,0.005263157894736842,0.3631578947368421,0.005263157894736842,2,1,0,116,1,69,1
61029,2017,general,mayor,305,0.03278688524590164,0.006557377049180328,0,0.3475409836065574,0.009836065573770493,0.5934426229508196,0.009836065573770493,10,2,0,106,3,181,3
61030,2017,general,mayor,294,0.003401360544217687,0,0.003401360544217687,0.4013605442176871,0.01020408163265306,0.5782312925170068,0.003401360544217687,1,0,1,118,3,170,1
61031,2017,general,mayor,282,0.0070921985815602835,0.0035460992907801418,0,0.6950354609929078,0.010638297872340425,0.28368794326241137,0,2,1,0,196,3,80,0
61032,2017,general,mayor,276,0.014492753623188406,0,0,0.6521739130434783,0.021739130434782608,0.3115942028985507,0,4,0,0,180,6,86,0
61033,2017,general,mayor,257,0.019455252918287938,0.0038910505836575876,0,0.6848249027237354,0.01556420233463035,0.26848249027237353,0.007782101167315175,5,1,0,176,4,69,2
61034,2017,general,mayor,392,0.01020408163265306,0.002551020408163265,0.002551020408163265,0.15816326530612246,0.02295918367346939,0.7959183673469388,0.007653061224489796,4,1,1,62,9,312,3
61035,2017,general,mayor,372,0.013440860215053764,0,0.002688172043010753,0.11827956989247312,0.002688172043010753,0.8575268817204301,0.005376344086021506,5,0,1,44,1,319,2
61036,2017,general,mayor,239,0.02092050209205021,0.012552301255230125,0,0.17573221757322174,0.0041841004184100415,0.7740585774058577,0.012552301255230125,5,3,0,42,1,185,3
61037,2017,general,mayor,382,0.010471204188481676,0.007853403141361256,0,0.4397905759162304,0.02356020942408377,0.5130890052356021,0.005235602094240838,4,3,0,168,9,196,2
61038,2017,general,mayor,469,0.029850746268656716,0.01279317697228145,0,0.26439232409381663,0.010660980810234541,0.6780383795309168,0.0042643923240938165,14,6,0,124,5,318,2
61039,2017,general,mayor,414,0.016908212560386472,0.004830917874396135,0,0.28019323671497587,0.004830917874396135,0.6908212560386473,0.0024154589371980675,7,2,0,116,2,286,1
61040,2017,general,mayor,463,0.02591792656587473,0.0021598272138228943,0.0021598272138228943,0.2634989200863931,0.012958963282937365,0.6846652267818575,0.008639308855291577,12,1,1,122,6,317,4
61041,2017,general,mayor,406,0.027093596059113302,0.007389162561576354,0,0.15763546798029557,0.012315270935960592,0.7931034482758621,0.0024630541871921183,11,3,0,64,5,322,1
61042,2017,general,mayor,541,0.0166358595194085,0.0036968576709796672,0.005545286506469501,0.24214417744916822,0.0166358595194085,0.711645101663586,0.0036968576709796672,9,2,3,131,9,385,2
61043,2017,general,mayor,361,0.024930747922437674,0.002770083102493075,0.002770083102493075,0.2077562326869806,0.0110803324099723,0.7479224376731302,0.002770083102493075,9,1,1,75,4,270,1
61044,2017,general,mayor,341,0.020527859237536656,0.005865102639296188,0,0.20234604105571846,0.02346041055718475,0.7390029325513197,0.008797653958944282,7,2,0,69,8,252,3
61045,2017,general,mayor,397,0.005037783375314861,0.0025188916876574307,0,0.16876574307304787,0.020151133501259445,0.801007556675063,0.0025188916876574307,2,1,0,67,8,318,1
61046,2017,general,mayor,406,0.024630541871921183,0.0049261083743842365,0.0024630541871921183,0.22167487684729065,0.009852216748768473,0.7266009852216748,0.009852216748768473,10,2,1,90,4,295,4
61047,2017,general,mayor,450,0.017777777777777778,0.0022222222222222222,0.0022222222222222222,0.13777777777777778,0.015555555555555555,0.8111111111111111,0.013333333333333334,8,1,1,62,7,365,6
61048,2017,general,mayor,480,0.0020833333333333333,0.0020833333333333333,0.0020833333333333333,0.12708333333333333,0.014583333333333334,0.85,0.0020833333333333333,1,1,1,61,7,408,1
61049,2017,general,mayor,153,0.032679738562091505,0.013071895424836602,0,0.7058823529411765,0.013071895424836602,0.2222222222222222,0.013071895424836602,5,2,0,108,2,34,2
61050,2017,general,mayor,190,0.005263157894736842,0,0,0.6789473684210526,0.015789473684210527,0.3,0,1,0,0,129,3,57,0
61051,2017,general,mayor,282,0.010638297872340425,0.02127659574468085,0,0.6276595744680851,0.0070921985815602835,0.3262411347517731,0.0070921985815602835,3,6,0,177,2,92,2
61052,2017,general,mayor,255,0.011764705882352941,0.00784313725490196,0.00392156862745098,0.43529411764705883,0.00784313725490196,0.5294117647058824,0.00392156862745098,3,2,1,111,2,135,1
61053,2017,general,mayor,239,0.012552301255230125,0.016736401673640166,0,0.8744769874476988,0.008368200836820083,0.08786610878661087,0,3,4,0,209,2,21,0
61054,2017,general,mayor,205,0.02926829268292683,0.024390243902439025,0.00975609756097561,0.6487804878048781,0.00975609756097561,0.2731707317073171,0.004878048780487805,6,5,2,133,2,56,1
61055,2017,general,mayor,250,0.008,0.004,0,0.84,0.004,0.144,0,2,1,0,210,1,36,0
61056,2017,general,mayor,239,0.016736401673640166,0.012552301255230125,0,0.7866108786610879,0.0041841004184100415,0.17573221757322174,0.0041841004184100415,4,3,0,188,1,42,1
61057,2017,general,mayor,335,0.03880597014925373,0.0029850746268656717,0,0.48656716417910445,0.014925373134328358,0.4537313432835821,0.0029850746268656717,13,1,0,163,5,152,1
61058,2017,general,mayor,205,0,0.00975609756097561,0,0.9609756097560975,0.00975609756097561,0.01951219512195122,0,0,2,0,197,2,4,0
61059,2017,general,mayor,225,0.0044444444444444444,0.008888888888888889,0,0.8666666666666667,0,0.12,0,1,2,0,195,0,27,0
61060,2017,general,mayor,199,0.010050251256281407,0.005025125628140704,0,0.5628140703517588,0,0.4120603015075377,0.010050251256281407,2,1,0,112,0,82,2
61061,2017,general,mayor,225,0,0.0044444444444444444,0,0.9466666666666667,0.008888888888888889,0.035555555555555556,0.0044444444444444444,0,1,0,213,2,8,1
61062,2017,general,mayor,282,0.010638297872340425,0.0035460992907801418,0.0035460992907801418,0.25177304964539005,0.0070921985815602835,0.723404255319149,0,3,1,1,71,2,204,0
61063,2017,general,mayor,110,0.01818181818181818,0,0,0.35454545454545455,0.01818181818181818,0.6090909090909091,0,2,0,0,39,2,67,0
61064,2017,general,mayor,97,0.030927835051546393,0.010309278350515464,0,0.6597938144329897,0,0.27835051546391754,0.020618556701030927,3,1,0,64,0,27,2
61065,2017,general,mayor,276,0.021739130434782608,0.018115942028985508,0,0.717391304347826,0.010869565217391304,0.22826086956521738,0.0036231884057971015,6,5,0,198,3,63,1
61066,2017,general,mayor,255,0.00784313725490196,0.00392156862745098,0.00392156862745098,0.5686274509803921,0.0196078431372549,0.37254901960784315,0.023529411764705882,2,1,1,145,5,95,6
61067,2017,general,mayor,285,0.010526315789473684,0.017543859649122806,0,0.5824561403508772,0.0035087719298245615,0.3824561403508772,0.0035087719298245615,3,5,0,166,1,109,1
61068,2017,general,mayor,227,0.01762114537444934,0.00881057268722467,0.00881057268722467,0.6211453744493393,0.02643171806167401,0.29515418502202645,0.022026431718061675,4,2,2,141,6,67,5
61069,2017,general,mayor,239,0.008368200836820083,0.008368200836820083,0,0.694560669456067,0,0.28870292887029286,0,2,2,0,166,0,69,0
61070,2017,general,mayor,156,0.00641025641025641,0.01282051282051282,0.00641025641025641,0.9358974358974359,0,0.038461538461538464,0,1,2,1,146,0,6,0
61071,2017,general,mayor,371,0.018867924528301886,0.0026954177897574125,0.0026954177897574125,0.2371967654986523,0.018867924528301886,0.71698113207547165,0.0026954177897574125,7,1,1,88,7,266,1
61072,2017,general,mayor,307,0.009771986970684038,0.003257328990228013,0,0.3355048859934853,0.006514657980456026,0.6416938110749185,0.003257328990228013,3,1,0,103,2,197,1
61073,2017,general,mayor,280,0,0.0035714285714285713,0.010714285714285714,0.8607142857142858,0,0.12142857142857143,0.0035714285714285713,0,1,3,241,0,34,1
61074,2017,general,mayor,147,0.013605442176870748,0.013605442176870748,0,0.7414965986394558,0.006802721088435374,0.22448979591836735,0,2,2,0,109,1,33,0
61075,2017,general,mayor,207,0.01932367149758454,0.014492753623188406,0,0.5410628019323671,0.004830917874396135,0.42028985507246375,0,4,3,0,112,1,87,0
61076,2017,general,mayor,345,0.011594202898550725,0.014492753623188406,0,0.4608695652173913,0.011594202898550725,0.4985507246376812,0.002898550724637681,4,5,0,159,4,172,1
61077,2017,general,mayor,168,0.017857142857142856,0.017857142857142856,0.005952380952380952,0.8273809523809523,0.005952380952380952,0.10714285714285714,0.017857142857142856,3,3,1,139,1,18,3
61078,2017,general,mayor,115,0.008695652173913044,0.02608695652173913,0,0.7130434782608696,0.017391304347826087,0.22608695652173913,0.008695652173913044,1,3,0,82,2,26,1
61079,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
62001,2017,general,mayor,387,0.00516795865633075,0,0.002583979328165375,0.12403100775193798,0.007751937984496124,0.8578811369509044,0.002583979328165375,2,0,1,48,3,332,1
62002,2017,general,mayor,502,0.00796812749003984,0.00199203187250996,0.00199203187250996,0.09760956175298804,0.013944223107569721,0.8705179282868526,0.00597609561752988,4,1,1,49,7,437,3
62003,2017,general,mayor,356,0.016853932584269662,0,0,0.12078651685393259,0.014044943820224719,0.848314606741573,0,6,0,0,43,5,302,0
62004,2017,general,mayor,406,0.007389162561576354,0.007389162561576354,0.0024630541871921183,0.11083743842364532,0.0049261083743842365,0.8669950738916257,0,3,3,1,45,2,352,0
62005,2017,general,mayor,382,0.007853403141361256,0.002617801047120419,0.002617801047120419,0.08638743455497382,0.031413612565445025,0.8664921465968587,0.002617801047120419,3,1,1,33,12,331,1
62006,2017,general,mayor,342,0.02046783625730994,0.005847953216374269,0,0.19005847953216373,0.023391812865497075,0.7514619883040936,0.008771929824561403,7,2,0,65,8,257,3
62007,2017,general,mayor,418,0.011961722488038277,0,0.007177033492822967,0.12440191387559808,0.03349282296650718,0.8229665071770335,0,5,0,3,52,14,344,0
62008,2017,general,mayor,314,0.006369426751592357,0,0,0.15286624203821655,0.0031847133757961785,0.8375796178343949,0,2,0,0,48,1,263,0
62009,2017,general,mayor,232,0.017241379310344827,0,0,0.15086206896551724,0.017241379310344827,0.8103448275862069,0.004310344827586207,4,0,0,35,4,188,1
62010,2017,general,mayor,253,0.007905138339920948,0.003952569169960474,0,0.11067193675889328,0.007905138339920948,0.8695652173913043,0,2,1,0,28,2,220,0
62011,2017,general,mayor,370,0.005405405405405406,0.002702702702702703,0.002702702702702703,0.14054054054054055,0.008108108108108109,0.8405405405405405,0,2,1,1,52,3,311,0
62012,2017,general,mayor,265,0.011320754716981131,0.007547169811320755,0,0.13584905660377358,0.011320754716981131,0.8188679245283019,0.01509433962264151,3,2,0,36,3,217,4
62013,2017,general,mayor,367,0.01634877384196185,0.01634877384196185,0,0.1553133514986376,0.02452316076294278,0.7874659400544959,0,6,6,0,57,9,289,0
62014,2017,general,mayor,237,0.016877637130801686,0,0,0.13924050632911392,0.02109704641350211,0.8185654008438819,0.004219409282700422,4,0,0,33,5,194,1
62015,2017,general,mayor,376,0.023936170212765957,0,0.005319148936170213,0.14361702127659576,0.013297872340425532,0.8031914893617021,0.010638297872340425,9,0,2,54,5,302,4
62016,2017,general,mayor,369,0.016260162601626018,0.0027100271002710027,0.0027100271002710027,0.17344173441734417,0.008130081300813009,0.7859078590785907,0.01084010840108401,6,1,1,64,3,290,4
62017,2017,general,mayor,285,0,0,0.0035087719298245615,0.12982456140350876,0.031578947368421054,0.8350877192982457,0,0,0,1,37,9,238,0
62018,2017,general,mayor,275,0.01818181818181818,0.0036363636363636364,0,0.13090909090909092,0.01818181818181818,0.8290909090909091,0,5,1,0,36,5,228,0
62019,2017,general,mayor,317,0.015772870662460567,0.0031545741324921135,0.0031545741324921135,0.11987381703470032,0.03785488958990536,0.8138801261829653,0.006309148264984227,5,1,1,38,12,258,2
62020,2017,general,mayor,394,0.012690355329949238,0,0,0.09390862944162437,0,0.8934010152284264,0,5,0,0,37,0,352,0
62021,2017,general,mayor,411,0.0072992700729927005,0.0024330900243309003,0.0024330900243309003,0.08759124087591241,0.024330900243309004,0.8759124087591241,0,3,1,1,36,10,360,0
62022,2017,general,mayor,408,0.012254901960784314,0.0024509803921568627,0,0.11519607843137254,0.004901960784313725,0.8651960784313726,0,5,1,0,47,2,353,0
62023,2017,general,mayor,342,0.014619883040935672,0,0,0.09649122807017543,0.008771929824561403,0.8801169590643275,0,5,0,0,33,3,301,0
62024,2017,general,mayor,286,0.006993006993006993,0,0.0034965034965034965,0.24125874125874125,0.017482517482517484,0.7307692307692307,0,2,0,1,69,5,209,0
62025,2017,general,mayor,339,0.014749262536873156,0.0029498525073746312,0,0.08259587020648967,0.0058997050147492625,0.8908554572271387,0.0029498525073746312,5,1,0,28,2,302,1
62026,2017,general,mayor,371,0.026954177897574125,0.0026954177897574125,0.0026954177897574125,0.22911051212938005,0.008086253369272238,0.7304582210242587,0,10,1,1,85,3,271,0
62027,2017,general,mayor,437,0.018306636155606407,0.002288329519450801,0.002288329519450801,0.13043478260869565,0.011441647597254004,0.8329519450800915,0.002288329519450801,8,1,1,57,5,364,1
62028,2017,general,mayor,368,0.01358695652173913,0.002717391304347826,0,0.1358695652173913,0.005434782608695652,0.842391304347826,0,5,1,0,50,2,310,0
62029,2017,general,mayor,274,0.010948905109489052,0,0.0036496350364963502,0.145985401459854,0.01824817518248175,0.8211678832116789,0,3,0,1,40,5,225,0
62030,2017,general,mayor,337,0.008902077151335312,0.002967359050445104,0,0.12166172106824925,0.01483679525222552,0.8516320474777448,0,3,1,0,41,5,287,0
62031,2017,general,mayor,396,0.025252525252525252,0.0025252525252525255,0.005050505050505051,0.13383838383838384,0.010101010101010102,0.8181818181818182,0.005050505050505051,10,1,2,53,4,324,2
62032,2017,general,mayor,366,0.01092896174863388,0,0,0.11748633879781421,0.01092896174863388,0.860655737704918,0,4,0,0,43,4,315,0
62033,2017,general,mayor,370,0.013513513513513514,0.002702702702702703,0,0.10270270270270271,0.013513513513513514,0.8675675675675676,0,5,1,0,38,5,321,0
62034,2017,general,mayor,404,0.009900990099009901,0.0024752475247524753,0.0049504950495049506,0.1188118811881188,0.01485148514851485,0.844059405940594,0.0049504950495049506,4,1,2,48,6,341,2
62035,2017,general,mayor,347,0.01440922190201729,0.002881844380403458,0,0.09798270893371758,0.01729106628242075,0.8674351585014409,0,5,1,0,34,6,301,0
62036,2017,general,mayor,328,0.027439024390243903,0.009146341463414634,0,0.12804878048780488,0.003048780487804878,0.8262195121951219,0.006097560975609756,9,3,0,42,1,271,2
62037,2017,general,mayor,433,0.011547344110854504,0.004618937644341801,0,0.11085450346420324,0.006928406466512702,0.859122401847575,0.006928406466512702,5,2,0,48,3,372,3
62038,2017,general,mayor,459,0.006535947712418301,0.002178649237472767,0,0.1394335511982571,0.013071895424836602,0.8387799564270153,0,3,1,0,64,6,385,0
62039,2017,general,mayor,469,0.017057569296375266,0,0,0.09808102345415778,0.01279317697228145,0.8635394456289979,0.008528784648187633,8,0,0,46,6,405,4
62040,2017,general,mayor,423,0.009456264775413711,0,0,0.10401891252955082,0.004728132387706856,0.8817966903073287,0,4,0,0,44,2,373,0
62041,2017,general,mayor,382,0.02356020942408377,0,0,0.13089005235602094,0.007853403141361256,0.837696335078534,0,9,0,0,50,3,320,0
62042,2017,general,mayor,401,0.012468827930174564,0,0.0024937655860349127,0.14713216957605985,0.032418952618453865,0.8029925187032418,0.0024937655860349127,5,0,1,59,13,322,1
62043,2017,general,mayor,400,0.015,0.0075,0.005,0.105,0.0175,0.8475,0.0025,6,3,2,42,7,339,1
62044,2017,general,mayor,387,0.015503875968992248,0.002583979328165375,0,0.12403100775193798,0.015503875968992248,0.834625322997416,0.007751937984496124,6,1,0,48,6,323,3
62045,2017,general,mayor,349,0.011461318051575931,0.0028653295128939827,0,0.07449856733524356,0.008595988538681949,0.8968481375358166,0.0057306590257879654,4,1,0,26,3,313,2
62046,2017,general,mayor,479,0.008350730688935281,0.008350730688935281,0.0020876826722338203,0.07515657620041753,0.014613778705636743,0.8789144050104384,0.012526096033402923,4,4,1,36,7,421,6
62047,2017,general,mayor,418,0.011961722488038277,0.0023923444976076554,0,0.11722488038277512,0.009569377990430622,0.8564593301435407,0.0023923444976076554,5,1,0,49,4,358,1
62048,2017,general,mayor,333,0.012012012012012012,0,0,0.15615615615615616,0.009009009009009009,0.8168168168168168,0.006006006006006006,4,0,0,52,3,272,2
62049,2017,general,mayor,437,0.009153318077803204,0,0,0.18306636155606407,0.011441647597254004,0.7963386727688787,0,4,0,0,80,5,348,0
62050,2017,general,mayor,455,0.008791208791208791,0,0.006593406593406593,0.11868131868131868,0.015384615384615385,0.8483516483516483,0.002197802197802198,4,0,3,54,7,386,1
62051,2017,general,mayor,398,0.020100502512562814,0.005025125628140704,0.005025125628140704,0.16834170854271358,0.007537688442211055,0.7914572864321608,0.002512562814070352,8,2,2,67,3,315,1
62052,2017,general,mayor,458,0.006550218340611353,0.010917030567685589,0.002183406113537118,0.1222707423580786,0.008733624454148471,0.8493449781659389,0,3,5,1,56,4,389,0
62053,2017,general,mayor,463,0.01079913606911447,0.0021598272138228943,0.0064794816414686825,0.12958963282937366,0.028077753779697623,0.8228941684665226,0,5,1,3,60,13,381,0
62054,2017,general,mayor,362,0.016574585635359115,0.0055248618784530384,0,0.16022099447513813,0.027624309392265192,0.7900552486187845,0,6,2,0,58,10,286,0
62055,2017,general,mayor,462,0.017316017316017316,0.0021645021645021645,0.0021645021645021645,0.12554112554112554,0.01948051948051948,0.829004329004329,0.004329004329004329,8,1,1,58,9,383,2
62056,2017,general,mayor,355,0.016901408450704224,0.0028169014084507044,0,0.18591549295774648,0.022535211267605635,0.7549295774647887,0.016901408450704224,6,1,0,66,8,268,6
62057,2017,general,mayor,424,0.009433962264150943,0,0.0023584905660377358,0.14858490566037735,0.009433962264150943,0.8278301886792453,0.0023584905660377358,4,0,1,63,4,351,1
62058,2017,general,mayor,416,0.021634615384615384,0.004807692307692308,0,0.12259615384615384,0.026442307692307692,0.8221153846153846,0.002403846153846154,9,2,0,51,11,342,1
62059,2017,general,mayor,357,0.014005602240896359,0.0056022408963585435,0,0.14565826330532214,0.01680672268907563,0.8095238095238095,0.008403361344537815,5,2,0,52,6,289,3
62060,2017,general,mayor,440,0.01818181818181818,0.006818181818181818,0.0022727272727272726,0.19318181818181818,0.013636363636363636,0.7613636363636364,0.004545454545454545,8,3,1,85,6,335,2
62061,2017,general,mayor,476,0.014705882352941176,0.004201680672268907,0,0.13445378151260504,0.0021008403361344537,0.8403361344537815,0.004201680672268907,7,2,0,64,1,400,2
62062,2017,general,mayor,430,0.020930232558139535,0,0.002325581395348837,0.14186046511627906,0.009302325581395349,0.8232558139534883,0.002325581395348837,9,0,1,61,4,354,1
62063,2017,general,mayor,278,0.014388489208633094,0.0035971223021582736,0,0.18345323741007194,0.007194244604316547,0.7913669064748201,0,4,1,0,51,2,220,0
62064,2017,general,mayor,218,0.022935779816513763,0.0045871559633027525,0,0.15137614678899083,0.013761467889908258,0.8073394495412844,0,5,1,0,33,3,176,0
62065,2017,general,mayor,470,0.01276595744680851,0.002127659574468085,0,0.125531914893617,0.00425531914893617,0.8468085106382979,0.00851063829787234,6,1,0,59,2,398,4
62066,2017,general,mayor,406,0.012315270935960592,0.0024630541871921183,0,0.09359605911330049,0.007389162561576354,0.8817733990147784,0.0024630541871921183,5,1,0,38,3,358,1
62067,2017,general,mayor,447,0.015659955257270694,0.0022371364653243847,0.0022371364653243847,0.11409395973154363,0.024608501118568233,0.8389261744966443,0.0022371364653243847,7,1,1,51,11,375,1
62068,2017,general,mayor,398,0.020100502512562814,0.01256281407035176,0.002512562814070352,0.18341708542713567,0.020100502512562814,0.7587939698492462,0.002512562814070352,8,5,1,73,8,302,1
62069,2017,general,mayor,348,0.028735632183908046,0,0.0028735632183908046,0.14080459770114942,0.014367816091954023,0.8132183908045977,0,10,0,1,49,5,283,0
62070,2017,general,mayor,217,0.04608294930875576,0,0.004608294930875576,0.16129032258064516,0.009216589861751152,0.7788018433179723,0,10,0,1,35,2,169,0
62071,2017,general,mayor,392,0.02806122448979592,0,0.00510204081632653,0.1326530612244898,0.012755102040816327,0.8137755102040817,0.007653061224489796,11,0,2,52,5,319,3
62072,2017,general,mayor,289,0.020761245674740483,0,0,0.1384083044982699,0.006920415224913495,0.8304498269896193,0.0034602076124567475,6,0,0,40,2,240,1
62073,2017,general,mayor,391,0.0076726342710997444,0,0.005115089514066497,0.1815856777493606,0.01278772378516624,0.7928388746803069,0,3,0,2,71,5,310,0
62074,2017,general,mayor,472,0.00423728813559322,0.00211864406779661,0,0.08686440677966102,0.012711864406779662,0.8919491525423728,0.00211864406779661,2,1,0,41,6,421,1
62075,2017,general,mayor,351,0.008547008547008548,0.008547008547008548,0.002849002849002849,0.11965811965811966,0.03133903133903134,0.8205128205128205,0.008547008547008548,3,3,1,42,11,288,3
62076,2017,general,mayor,371,0.0026954177897574125,0,0,0.08086253369272237,0.02425876010781671,0.8921832884097035,0,1,0,0,30,9,331,0
62077,2017,general,mayor,423,0.009456264775413711,0.002364066193853428,0,0.1111111111111111,0.004728132387706856,0.8699763593380615,0.002364066193853428,4,1,0,47,2,368,1
62078,2017,general,mayor,400,0.0125,0.0025,0,0.095,0.0075,0.8825,0,5,1,0,38,3,353,0
62079,2017,general,mayor,217,0.013824884792626729,0,0,0.11981566820276497,0.027649769585253458,0.8387096774193549,0,3,0,0,26,6,182,0
62080,2017,general,mayor,348,0.005747126436781609,0.005747126436781609,0,0.15517241379310345,0.011494252873563218,0.8218390804597702,0,2,2,0,54,4,286,0
62081,2017,general,mayor,350,0.014285714285714285,0,0.005714285714285714,0.10571428571428572,0.022857142857142857,0.8514285714285714,0,5,0,2,37,8,298,0
62082,2017,general,mayor,387,0.012919896640826873,0.002583979328165375,0.002583979328165375,0.10335917312661498,0.01808785529715762,0.8578811369509044,0.002583979328165375,5,1,1,40,7,332,1
62083,2017,general,mayor,354,0.022598870056497175,0.002824858757062147,0,0.09887005649717515,0.011299435028248588,0.864406779661017,0,8,1,0,35,4,306,0
62084,2017,general,mayor,403,0.007444168734491315,0.0024813895781637717,0.0024813895781637717,0.08188585607940446,0.007444168734491315,0.8933002481389578,0.004962779156327543,3,1,1,33,3,360,2
62085,2017,general,mayor,348,0.0028735632183908046,0.0028735632183908046,0.0028735632183908046,0.1925287356321839,0.014367816091954023,0.7787356321839081,0.005747126436781609,1,1,1,67,5,271,2
62086,2017,general,mayor,355,0.01971830985915493,0,0,0.1352112676056338,0.014084507042253521,0.8309859154929577,0,7,0,0,48,5,295,0
62087,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
63001,2017,general,mayor,414,0.016908212560386472,0,0.004830917874396135,0.1642512077294686,0.01932367149758454,0.7898550724637681,0.004830917874396135,7,0,2,68,8,327,2
63002,2017,general,mayor,360,0.030555555555555555,0.011111111111111112,0,0.33611111111111114,0.019444444444444445,0.6,0.002777777777777778,11,4,0,121,7,216,1
63003,2017,general,mayor,269,0.02973977695167286,0,0.0037174721189591076,0.3159851301115242,0.01486988847583643,0.6356877323420075,0,8,0,1,85,4,171,0
63004,2017,general,mayor,387,0.012919896640826873,0.002583979328165375,0.002583979328165375,0.14728682170542637,0.007751937984496124,0.8268733850129198,0,5,1,1,57,3,320,0
63005,2017,general,mayor,343,0.023323615160349854,0.0029154518950437317,0,0.13994169096209913,0.014577259475218658,0.8104956268221575,0.008746355685131196,8,1,0,48,5,278,3
63006,2017,general,mayor,360,0.016666666666666666,0.002777777777777778,0,0.18333333333333332,0.013888888888888888,0.7833333333333333,0,6,1,0,66,5,282,0
63007,2017,general,mayor,230,0.008695652173913044,0.008695652173913044,0,0.33043478260869563,0.021739130434782608,0.6304347826086957,0,2,2,0,76,5,145,0
63008,2017,general,mayor,294,0.023809523809523808,0.003401360544217687,0.01020408163265306,0.17687074829931973,0.013605442176870748,0.7619047619047619,0.01020408163265306,7,1,3,52,4,224,3
63009,2017,general,mayor,29,0,0,0,0.10344827586206896,0,0.896551724137931,0,0,0,0,3,0,26,0
63010,2017,general,mayor,179,0.0446927374301676,0.0111731843575419,0,0.441340782122905,0.01675977653631285,0.4860335195530726,0,8,2,0,79,3,87,0
63011,2017,general,mayor,291,0.010309278350515464,0.006872852233676976,0,0.27147766323024053,0.003436426116838488,0.7079037800687286,0,3,2,0,79,1,206,0
63012,2017,general,mayor,214,0.009345794392523364,0,0,0.2803738317757009,0.014018691588785047,0.6869158878504673,0.009345794392523364,2,0,0,60,3,147,2
63013,2017,general,mayor,287,0.024390243902439025,0.006968641114982578,0.010452961672473868,0.3344947735191638,0.013937282229965157,0.6097560975609756,0,7,2,3,96,4,175,0
