elect_dist,year,type,office,total_votes,albanese_prop,browder_prop,commey_prop,deblasio_prop,dietl_prop,malliotakis_prop,tolkin_prop,albanese_tot,browder_tot,commey_tot,deblasio_tot,dietl_tot,malliotakis_tot,tolkin_tot
63014,2017,general,mayor,247,0.016194331983805668,0.008097165991902834,0,0.3157894736842105,0.016194331983805668,0.6437246963562753,0,4,2,0,78,4,159,0
63015,2017,general,mayor,328,0.024390243902439025,0.003048780487804878,0,0.22560975609756098,0.018292682926829267,0.7225609756097561,0.006097560975609756,8,1,0,74,6,237,2
63016,2017,general,mayor,201,0.009950248756218905,0.004975124378109453,0.004975124378109453,0.263681592039801,0.004975124378109453,0.6915422885572139,0.01990049751243781,2,1,1,53,1,139,4
63017,2017,general,mayor,107,0.018691588785046728,0.018691588785046728,0,0.32710280373831774,0.009345794392523364,0.6261682242990654,0,2,2,0,35,1,67,0
63018,2017,general,mayor,384,0.015625,0.0026041666666666665,0,0.20572916666666666,0.0234375,0.7473958333333334,0.005208333333333333,6,1,0,79,9,287,2
63019,2017,general,mayor,272,0.003676470588235294,0,0.011029411764705883,0.21323529411764705,0.025735294117647058,0.7426470588235294,0.003676470588235294,1,0,3,58,7,202,1
63020,2017,general,mayor,240,0.025,0,0,0.25833333333333336,0.029166666666666667,0.6875,0,6,0,0,62,7,165,0
63021,2017,general,mayor,258,0.015503875968992248,0.003875968992248062,0,0.16666666666666666,0.01937984496124031,0.7945736434108527,0,4,1,0,43,5,205,0
63022,2017,general,mayor,277,0.02527075812274368,0,0.0036101083032490976,0.26714801444043323,0.02527075812274368,0.6750902527075813,0.0036101083032490976,7,0,1,74,7,187,1
63023,2017,general,mayor,275,0.03272727272727273,0.0036363636363636364,0.007272727272727273,0.2,0.01090909090909091,0.7381818181818182,0.007272727272727273,9,1,2,55,3,203,2
63024,2017,general,mayor,294,0.027210884353741496,0.003401360544217687,0,0.2925170068027211,0.013605442176870748,0.6496598639455783,0.013605442176870748,8,1,0,86,4,191,4
63025,2017,general,mayor,220,0.004545454545454545,0,0,0.22727272727272727,0.01818181818181818,0.75,0,1,0,0,50,4,165,0
63026,2017,general,mayor,328,0.003048780487804878,0.006097560975609756,0,0.19817073170731708,0.018292682926829267,0.774390243902439,0,1,2,0,65,6,254,0
63027,2017,general,mayor,289,0.01384083044982699,0.006920415224913495,0,0.1972318339100346,0.031141868512110725,0.740484429065744,0.010380622837370242,4,2,0,57,9,214,3
63028,2017,general,mayor,288,0.020833333333333332,0.006944444444444444,0.003472222222222222,0.1909722222222222,0.010416666666666666,0.7638888888888888,0.003472222222222222,6,2,1,55,3,220,1
63029,2017,general,mayor,335,0.008955223880597015,0.011940298507462687,0.0029850746268656717,0.20298507462686566,0.005970149253731343,0.7582089552238805,0.008955223880597015,3,4,1,68,2,254,3
63030,2017,general,mayor,264,0.022727272727272728,0.007575757575757576,0.003787878787878788,0.24242424242424243,0.007575757575757576,0.7121212121212122,0.003787878787878788,6,2,1,64,2,188,1
63031,2017,general,mayor,313,0.02875399361022364,0.006389776357827476,0.012779552715654952,0.2715654952076677,0.006389776357827476,0.6741214057507987,0,9,2,4,85,2,211,0
63032,2017,general,mayor,362,0.011049723756906077,0.0027624309392265192,0.0027624309392265192,0.2541436464088398,0.03038674033149171,0.6988950276243094,0,4,1,1,92,11,253,0
63033,2017,general,mayor,436,0.022935779816513763,0,0,0.17889908256880735,0.016055045871559634,0.7775229357798165,0.0045871559633027525,10,0,0,78,7,339,2
63034,2017,general,mayor,403,0.004962779156327543,0.0024813895781637717,0.004962779156327543,0.13895781637717122,0.004962779156327543,0.8411910669975186,0.0024813895781637717,2,1,2,56,2,339,1
63035,2017,general,mayor,465,0.02795698924731183,0.004301075268817204,0,0.12903225806451613,0.012903225806451613,0.8236559139784946,0.002150537634408602,13,2,0,60,6,383,1
63036,2017,general,mayor,434,0.027649769585253458,0,0,0.2511520737327189,0.009216589861751152,0.7027649769585254,0.009216589861751152,12,0,0,109,4,305,4
63037,2017,general,mayor,290,0.017241379310344827,0.006896551724137931,0,0.4827586206896552,0.010344827586206896,0.4793103448275862,0.0034482758620689655,5,2,0,140,3,139,1
63038,2017,general,mayor,308,0.012987012987012988,0.003246753246753247,0,0.5584415584415584,0.01948051948051948,0.4025974025974026,0.003246753246753247,4,1,0,172,6,124,1
63039,2017,general,mayor,211,0.02843601895734597,0.004739336492890996,0,0.6635071090047393,0.018957345971563982,0.2796208530805687,0.004739336492890996,6,1,0,140,4,59,1
63040,2017,general,mayor,181,0.011049723756906077,0,0,0.712707182320442,0.011049723756906077,0.2596685082872928,0.0055248618784530384,2,0,0,129,2,47,1
63041,2017,general,mayor,139,0,0.014388489208633094,0,0.8345323741007195,0.014388489208633094,0.1223021582733813,0.014388489208633094,0,2,0,116,2,17,2
63042,2017,general,mayor,162,0.006172839506172839,0.018518518518518517,0,0.9074074074074074,0,0.06790123456790123,0,1,3,0,147,0,11,0
63043,2017,general,mayor,286,0,0.006993006993006993,0,0.8321678321678322,0.01048951048951049,0.15034965034965034,0,0,2,0,238,3,43,0
63044,2017,general,mayor,279,0.014336917562724014,0,0,0.8279569892473119,0.007168458781362007,0.15053763440860216,0,4,0,0,231,2,42,0
63045,2017,general,mayor,183,0.01092896174863388,0.01092896174863388,0,0.8360655737704918,0,0.1366120218579235,0.00546448087431694,2,2,0,153,0,25,1
63046,2017,general,mayor,367,0.013623978201634877,0.0027247956403269754,0.0027247956403269754,0.18256130790190736,0.01634877384196185,0.773841961852861,0.008174386920980926,5,1,1,67,6,284,3
63047,2017,general,mayor,342,0.008771929824561403,0,0.0029239766081871343,0.2222222222222222,0.008771929824561403,0.7543859649122807,0.0029239766081871343,3,0,1,76,3,258,1
63048,2017,general,mayor,319,0.03761755485893417,0,0,0.16300940438871472,0.003134796238244514,0.7931034482758621,0.003134796238244514,12,0,0,52,1,253,1
63049,2017,general,mayor,387,0.015503875968992248,0.0103359173126615,0,0.16279069767441862,0.0103359173126615,0.7984496124031008,0.002583979328165375,6,4,0,63,4,309,1
63050,2017,general,mayor,343,0.023323615160349854,0.0058309037900874635,0.0058309037900874635,0.24198250728862974,0.014577259475218658,0.7055393586005831,0.0029154518950437317,8,2,2,83,5,242,1
63051,2017,general,mayor,329,0.00911854103343465,0,0,0.22796352583586627,0.0364741641337386,0.7173252279635258,0.00911854103343465,3,0,0,75,12,236,3
63052,2017,general,mayor,252,0.007936507936507936,0,0,0.1984126984126984,0.015873015873015872,0.7738095238095238,0.003968253968253968,2,0,0,50,4,195,1
63053,2017,general,mayor,319,0.009404388714733543,0,0,0.30407523510971785,0.02821316614420063,0.658307210031348,0,3,0,0,97,9,210,0
63054,2017,general,mayor,358,0.01675977653631285,0.008379888268156424,0,0.329608938547486,0.008379888268156424,0.6312849162011173,0.00558659217877095,6,3,0,118,3,226,2
63055,2017,general,mayor,280,0.02142857142857143,0.007142857142857143,0.0035714285714285713,0.25357142857142856,0.014285714285714285,0.6892857142857143,0.010714285714285714,6,2,1,71,4,193,3
63056,2017,general,mayor,220,0.00909090909090909,0,0,0.39545454545454545,0.004545454545454545,0.5909090909090909,0,2,0,0,87,1,130,0
63057,2017,general,mayor,360,0.013888888888888888,0,0,0.28055555555555556,0.013888888888888888,0.6805555555555556,0.011111111111111112,5,0,0,101,5,245,4
63058,2017,general,mayor,329,0.00911854103343465,0.00911854103343465,0,0.2887537993920973,0.0060790273556231,0.6808510638297872,0.0060790273556231,3,3,0,95,2,224,2
63059,2017,general,mayor,362,0.013812154696132596,0,0.0027624309392265192,0.19889502762430938,0.0027624309392265192,0.7817679558011049,0,5,0,1,72,1,283,0
63060,2017,general,mayor,234,0.017094017094017096,0.008547008547008548,0.004273504273504274,0.2264957264957265,0.008547008547008548,0.7350427350427351,0,4,2,1,53,2,172,0
63061,2017,general,mayor,333,0.024024024024024024,0.006006006006006006,0.006006006006006006,0.3333333333333333,0.021021021021021023,0.6066066066066066,0.003003003003003003,8,2,2,111,7,202,1
63062,2017,general,mayor,295,0.006779661016949152,0.003389830508474576,0.003389830508474576,0.18305084745762712,0.010169491525423728,0.7898305084745763,0.003389830508474576,2,1,1,54,3,233,1
63063,2017,general,mayor,506,0.021739130434782608,0.001976284584980237,0,0.17588932806324112,0.015810276679841896,0.7727272727272727,0.011857707509881422,11,1,0,89,8,391,6
63064,2017,general,mayor,464,0.015086206896551725,0.00646551724137931,0,0.1939655172413793,0.004310344827586207,0.7801724137931034,0,7,3,0,90,2,362,0
63065,2017,general,mayor,427,0.02107728337236534,0.00702576112412178,0,0.21779859484777517,0.0351288056206089,0.7189695550351288,0,9,3,0,93,15,307,0
63066,2017,general,mayor,460,0.015217391304347827,0.013043478260869565,0.002173913043478261,0.1826086956521739,0.010869565217391304,0.7673913043478261,0.008695652173913044,7,6,1,84,5,353,4
63067,2017,general,mayor,455,0.026373626373626374,0.002197802197802198,0,0.1824175824175824,0.008791208791208791,0.778021978021978,0.002197802197802198,12,1,0,83,4,354,1
63068,2017,general,mayor,90,0.022222222222222223,0,0.011111111111111112,0.6,0,0.36666666666666664,0,2,0,1,54,0,33,0
63069,2017,general,mayor,300,0,0.0033333333333333335,0.006666666666666667,0.27,0.02,0.6966666666666667,0.0033333333333333335,0,1,2,81,6,209,1
63070,2017,general,mayor,179,0.00558659217877095,0,0,0.2737430167597765,0.0335195530726257,0.6871508379888268,0,1,0,0,49,6,123,0
63071,2017,general,mayor,183,0.01092896174863388,0.01092896174863388,0,0.7431693989071039,0.00546448087431694,0.22950819672131148,0,2,2,0,136,1,42,0
63072,2017,general,mayor,364,0.024725274725274724,0.008241758241758242,0,0.20604395604395603,0,0.7554945054945055,0.005494505494505495,9,3,0,75,0,275,2
63073,2017,general,mayor,344,0.020348837209302327,0.00872093023255814,0.0029069767441860465,0.25290697674418605,0.00872093023255814,0.7063953488372093,0,7,3,1,87,3,243,0
63074,2017,general,mayor,211,0.04739336492890995,0.009478672985781991,0,0.27488151658767773,0.014218009478672985,0.6445497630331753,0.009478672985781991,10,2,0,58,3,136,2
63075,2017,general,mayor,171,0.005847953216374269,0.011695906432748537,0,0.6257309941520468,0.005847953216374269,0.34502923976608185,0.005847953216374269,1,2,0,107,1,59,1
63076,2017,general,mayor,328,0.01524390243902439,0,0,0.22560975609756098,0.012195121951219513,0.7378048780487805,0.009146341463414634,5,0,0,74,4,242,3
63077,2017,general,mayor,256,0.01953125,0.01953125,0.00390625,0.27734375,0.01171875,0.6640625,0.00390625,5,5,1,71,3,170,1
63078,2017,general,mayor,178,0.02247191011235955,0,0.0056179775280898875,0.21348314606741572,0.016853932584269662,0.7247191011235955,0.016853932584269662,4,0,1,38,3,129,3
63079,2017,general,mayor,288,0.013888888888888888,0,0,0.2361111111111111,0.013888888888888888,0.7291666666666666,0.006944444444444444,4,0,0,68,4,210,2
63080,2017,general,mayor,253,0.007905138339920948,0.003952569169960474,0,0.5889328063241107,0.019762845849802372,0.3794466403162055,0,2,1,0,149,5,96,0
63081,2017,general,mayor,229,0.013100436681222707,0,0,0.20087336244541484,0.017467248908296942,0.7685589519650655,0,3,0,0,46,4,176,0
63082,2017,general,mayor,209,0.019138755980861243,0.004784688995215311,0,0.2583732057416268,0.004784688995215311,0.7129186602870813,0,4,1,0,54,1,149,0
63083,2017,general,mayor,251,0.01593625498007968,0,0,0.4900398406374502,0.00796812749003984,0.4820717131474104,0.00398406374501992,4,0,0,123,2,121,1
63084,2017,general,mayor,269,0.01858736059479554,0.011152416356877323,0,0.241635687732342,0.01858736059479554,0.7063197026022305,0.0037174721189591076,5,3,0,65,5,190,1
63085,2017,general,mayor,261,0.0038314176245210726,0.0038314176245210726,0,0.22988505747126436,0.019157088122605363,0.7394636015325671,0.0038314176245210726,1,1,0,60,5,193,1
63086,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
63087,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
63088,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
63089,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
63090,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
64001,2017,general,mayor,327,0.01834862385321101,0.0030581039755351682,0,0.1529051987767584,0.021406727828746176,0.8012232415902141,0.0030581039755351682,6,1,0,50,7,262,1
64002,2017,general,mayor,423,0.016548463356973995,0.002364066193853428,0.002364066193853428,0.07801418439716312,0.01182033096926714,0.8841607565011821,0.004728132387706856,7,1,1,33,5,374,2
64003,2017,general,mayor,413,0.012106537530266344,0,0,0.13801452784503632,0.002421307506053269,0.8426150121065376,0.004842615012106538,5,0,0,57,1,348,2
64004,2017,general,mayor,314,0.01910828025477707,0.0031847133757961785,0.0031847133757961785,0.0732484076433121,0.0031847133757961785,0.8980891719745223,0,6,1,1,23,1,282,0
64005,2017,general,mayor,435,0.02528735632183908,0.0022988505747126436,0.0022988505747126436,0.13333333333333333,0.020689655172413793,0.8160919540229885,0,11,1,1,58,9,355,0
64006,2017,general,mayor,448,0.008928571428571428,0.004464285714285714,0.002232142857142857,0.11383928571428571,0.017857142857142856,0.8482142857142857,0.004464285714285714,4,2,1,51,8,380,2
64007,2017,general,mayor,438,0.0045662100456621,0.00228310502283105,0,0.1187214611872146,0.00684931506849315,0.867579908675799,0,2,1,0,52,3,380,0
64008,2017,general,mayor,350,0.022857142857142857,0.002857142857142857,0,0.13714285714285715,0.008571428571428572,0.8257142857142857,0.002857142857142857,8,1,0,48,3,289,1
64009,2017,general,mayor,323,0,0.01238390092879257,0,0.09287925696594428,0.009287925696594427,0.8823529411764706,0.0030959752321981426,0,4,0,30,3,285,1
64010,2017,general,mayor,329,0.015197568389057751,0.00303951367781155,0.00303951367781155,0.08206686930091185,0.0060790273556231,0.8875379939209727,0.00303951367781155,5,1,1,27,2,292,1
64011,2017,general,mayor,155,0.012903225806451613,0,0,0.08387096774193549,0.025806451612903226,0.8774193548387097,0,2,0,0,13,4,136,0
64012,2017,general,mayor,307,0.013029315960912053,0.003257328990228013,0,0.1237785016286645,0.009771986970684038,0.8436482084690554,0.006514657980456026,4,1,0,38,3,259,2
64013,2017,general,mayor,152,0.013157894736842105,0,0.006578947368421052,0.18421052631578946,0.019736842105263157,0.7763157894736842,0,2,0,1,28,3,118,0
64014,2017,general,mayor,390,0.005128205128205128,0.002564102564102564,0,0.11794871794871795,0,0.8692307692307693,0.005128205128205128,2,1,0,46,0,339,2
64015,2017,general,mayor,449,0.015590200445434299,0.0066815144766146995,0.004454342984409799,0.1514476614699332,0.0066815144766146995,0.8129175946547884,0.0022271714922048997,7,3,2,68,3,365,1
64016,2017,general,mayor,370,0.016216216216216217,0,0.002702702702702703,0.14054054054054055,0.005405405405405406,0.8324324324324325,0.002702702702702703,6,0,1,52,2,308,1
64017,2017,general,mayor,396,0.017676767676767676,0,0.005050505050505051,0.20202020202020202,0.005050505050505051,0.7626262626262627,0.007575757575757576,7,0,2,80,2,302,3
64018,2017,general,mayor,279,0.021505376344086023,0.0035842293906810036,0.014336917562724014,0.1827956989247312,0.007168458781362007,0.7634408602150538,0.007168458781362007,6,1,4,51,2,213,2
64019,2017,general,mayor,234,0.01282051282051282,0.008547008547008548,0,0.44017094017094016,0.017094017094017096,0.5213675213675214,0,3,2,0,103,4,122,0
64020,2017,general,mayor,311,0.01929260450160772,0.006430868167202572,0,0.2282958199356913,0.028938906752411574,0.7170418006430869,0,6,2,0,71,9,223,0
64021,2017,general,mayor,334,0.0029940119760479044,0.0029940119760479044,0,0.17065868263473055,0.008982035928143712,0.8143712574850299,0,1,1,0,57,3,272,0
64022,2017,general,mayor,380,0.02368421052631579,0.007894736842105263,0.007894736842105263,0.15263157894736842,0.010526315789473684,0.7868421052631579,0.010526315789473684,9,3,3,58,4,299,4
64023,2017,general,mayor,335,0.029850746268656716,0,0,0.1253731343283582,0.011940298507462687,0.8208955223880597,0.011940298507462687,10,0,0,42,4,275,4
64024,2017,general,mayor,316,0.022151898734177215,0,0.0031645569620253164,0.18670886075949367,0.0031645569620253164,0.7848101265822784,0,7,0,1,59,1,248,0
64025,2017,general,mayor,325,0.024615384615384615,0.006153846153846154,0.003076923076923077,0.14153846153846153,0,0.8215384615384616,0.003076923076923077,8,2,1,46,0,267,1
64026,2017,general,mayor,323,0.009287925696594427,0,0,0.21362229102167182,0.021671826625386997,0.7523219814241486,0.0030959752321981426,3,0,0,69,7,243,1
64027,2017,general,mayor,282,0.02127659574468085,0.0035460992907801418,0.0035460992907801418,0.1702127659574468,0,0.7907801418439716,0.010638297872340425,6,1,1,48,0,223,3
64028,2017,general,mayor,202,0,0,0,0.1485148514851485,0.0049504950495049506,0.8465346534653465,0,0,0,0,30,1,171,0
64029,2017,general,mayor,353,0.0084985835694051,0,0.0028328611898017,0.1388101983002833,0,0.8470254957507082,0.0028328611898017,3,0,1,49,0,299,1
64030,2017,general,mayor,301,0.009966777408637873,0.0033222591362126247,0,0.1760797342192691,0.006644518272425249,0.8006644518272426,0.0033222591362126247,3,1,0,53,2,241,1
64031,2017,general,mayor,290,0.006896551724137931,0.0034482758620689655,0,0.18275862068965518,0.013793103448275862,0.7896551724137931,0.0034482758620689655,2,1,0,53,4,229,1
64032,2017,general,mayor,348,0.011494252873563218,0.0028735632183908046,0.0028735632183908046,0.1839080459770115,0.011494252873563218,0.7844827586206896,0.0028735632183908046,4,1,1,64,4,273,1
64033,2017,general,mayor,296,0.013513513513513514,0.0033783783783783786,0,0.10472972972972973,0.0033783783783783786,0.8682432432432432,0.006756756756756757,4,1,0,31,1,257,2
64034,2017,general,mayor,370,0.016216216216216217,0.005405405405405406,0,0.1918918918918919,0.008108108108108109,0.7783783783783784,0,6,2,0,71,3,288,0
64035,2017,general,mayor,327,0.009174311926605505,0,0.0030581039755351682,0.14067278287461774,0.01834862385321101,0.8256880733944955,0.0030581039755351682,3,0,1,46,6,270,1
64036,2017,general,mayor,360,0.011111111111111112,0,0.002777777777777778,0.25555555555555554,0.008333333333333333,0.7166666666666667,0.005555555555555556,4,0,1,92,3,258,2
64037,2017,general,mayor,294,0.023809523809523808,0.003401360544217687,0,0.20068027210884354,0.006802721088435374,0.7653061224489796,0,7,1,0,59,2,225,0
64038,2017,general,mayor,297,0.016835016835016835,0.003367003367003367,0,0.21885521885521886,0.02356902356902357,0.7373737373737373,0,5,1,0,65,7,219,0
64039,2017,general,mayor,272,0.011029411764705883,0,0,0.19852941176470587,0.014705882352941176,0.7757352941176471,0,3,0,0,54,4,211,0
64040,2017,general,mayor,231,0.012987012987012988,0.008658008658008658,0,0.43722943722943725,0.004329004329004329,0.5281385281385281,0.008658008658008658,3,2,0,101,1,122,2
64041,2017,general,mayor,241,0,0.008298755186721992,0,0.1991701244813278,0.012448132780082987,0.7800829875518672,0,0,2,0,48,3,188,0
64042,2017,general,mayor,249,0.024096385542168676,0.004016064257028112,0,0.3413654618473896,0.004016064257028112,0.6224899598393574,0.004016064257028112,6,1,0,85,1,155,1
64043,2017,general,mayor,159,0.006289308176100629,0,0,0.2389937106918239,0.006289308176100629,0.7484276729559748,0,1,0,0,38,1,119,0
64044,2017,general,mayor,292,0.003424657534246575,0.003424657534246575,0.003424657534246575,0.2910958904109589,0.010273972602739725,0.6746575342465754,0.0136986301369863,1,1,1,85,3,197,4
64045,2017,general,mayor,256,0.01171875,0.00390625,0.00390625,0.24609375,0,0.734375,0,3,1,1,63,0,188,0
64046,2017,general,mayor,256,0.01171875,0.00390625,0,0.28515625,0.015625,0.68359375,0,3,1,0,73,4,175,0
64047,2017,general,mayor,325,0.012307692307692308,0.006153846153846154,0,0.30153846153846153,0.003076923076923077,0.6707692307692308,0.006153846153846154,4,2,0,98,1,218,2
64048,2017,general,mayor,391,0.017902813299232736,0.0025575447570332483,0.0025575447570332483,0.11764705882352941,0.0076726342710997444,0.8491048593350383,0.0025575447570332483,7,1,1,46,3,332,1
64049,2017,general,mayor,335,0.026865671641791045,0.011940298507462687,0.0029850746268656717,0.3402985074626866,0,0.608955223880597,0.008955223880597015,9,4,1,114,0,204,3
64050,2017,general,mayor,292,0.0136986301369863,0.003424657534246575,0.00684931506849315,0.3082191780821918,0.017123287671232876,0.6506849315068494,0,4,1,2,90,5,190,0
64051,2017,general,mayor,240,0.008333333333333333,0.008333333333333333,0,0.36666666666666664,0.0125,0.6041666666666666,0,2,2,0,88,3,145,0
64052,2017,general,mayor,285,0.02456140350877193,0.007017543859649123,0,0.2982456140350877,0.007017543859649123,0.6596491228070176,0.0035087719298245615,7,2,0,85,2,188,1
64053,2017,general,mayor,292,0.017123287671232876,0.00684931506849315,0,0.2979452054794521,0.003424657534246575,0.6746575342465754,0,5,2,0,87,1,197,0
64054,2017,general,mayor,389,0.02056555269922879,0.002570694087403599,0,0.17737789203084833,0.007712082262210797,0.7892030848329049,0.002570694087403599,8,1,0,69,3,307,1
64055,2017,general,mayor,352,0.011363636363636364,0.005681818181818182,0,0.15625,0.005681818181818182,0.8210227272727273,0,4,2,0,55,2,289,0
64056,2017,general,mayor,380,0.005263157894736842,0.010526315789473684,0.005263157894736842,0.15,0.015789473684210527,0.8052631578947368,0.007894736842105263,2,4,2,57,6,306,3
64057,2017,general,mayor,220,0.00909090909090909,0.00909090909090909,0,0.23636363636363636,0.00909090909090909,0.7318181818181818,0.004545454545454545,2,2,0,52,2,161,1
64058,2017,general,mayor,355,0.008450704225352112,0,0,0.11549295774647887,0.014084507042253521,0.8619718309859155,0,3,0,0,41,5,306,0
64059,2017,general,mayor,282,0.0070921985815602835,0,0,0.1702127659574468,0.0070921985815602835,0.8120567375886525,0.0035460992907801418,2,0,0,48,2,229,1
64060,2017,general,mayor,199,0.01507537688442211,0,0,0.16080402010050251,0,0.8190954773869347,0.005025125628140704,3,0,0,32,0,163,1
64061,2017,general,mayor,215,0.009302325581395349,0.009302325581395349,0,0.3395348837209302,0.013953488372093023,0.6232558139534884,0.004651162790697674,2,2,0,73,3,134,1
64062,2017,general,mayor,303,0.019801980198019802,0.006600660066006601,0,0.15841584158415842,0.013201320132013201,0.7986798679867987,0.0033003300330033004,6,2,0,48,4,242,1
64063,2017,general,mayor,276,0.021739130434782608,0.010869565217391304,0.0036231884057971015,0.18840579710144928,0.010869565217391304,0.7644927536231884,0,6,3,1,52,3,211,0
64064,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
64065,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
64066,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
64067,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
64068,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
64069,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
64070,2017,general,mayor,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0
64075,2017,general,mayor,351,0.04843304843304843,0.008547008547008548,0.002849002849002849,0.45014245014245013,0.011396011396011397,0.47293447293447294,0.005698005698005698,17,3,1,158,4,166,2
64076,2017,general,mayor,335,0.05970149253731343,0.008955223880597015,0.0029850746268656717,0.42686567164179107,0.023880597014925373,0.46567164179104475,0.011940298507462687,20,3,1,143,8,156,4
64077,2017,general,mayor,390,0.05641025641025641,0.017948717948717947,0,0.3769230769230769,0.007692307692307693,0.5384615384615384,0.002564102564102564,22,7,0,147,3,210,1
64078,2017,general,mayor,365,0.043835616438356165,0.005479452054794521,0.0027397260273972603,0.4657534246575342,0.0027397260273972603,0.4712328767123288,0.00821917808219178,16,2,1,170,1,172,3
64079,2017,general,mayor,302,0.046357615894039736,0.019867549668874173,0,0.543046357615894,0.0033112582781456954,0.37748344370860926,0.009933774834437087,14,6,0,164,1,114,3
64080,2017,general,mayor,358,0.05865921787709497,0.01675977653631285,0,0.5418994413407822,0.002793296089385475,0.3743016759776536,0.00558659217877095,21,6,0,194,1,134,2
64081,2017,general,mayor,170,0.047058823529411764,0.0058823529411764705,0.011764705882352941,0.5823529411764706,0.0058823529411764705,0.32941176470588235,0.01764705882352941,8,1,2,99,1,56,3
64083,2017,general,mayor,307,0.019543973941368076,0.003257328990228013,0,0.5244299674267101,0.009771986970684038,0.43973941368078173,0.003257328990228013,6,1,0,161,3,135,1
64084,2017,general,mayor,386,0.054404145077720206,0.010362694300518135,0.0025906735751295338,0.3549222797927461,0.010362694300518135,0.5621761658031088,0.0051813471502590676,21,4,1,137,4,217,2
64085,2017,general,mayor,334,0.05389221556886228,0.008982035928143712,0,0.4281437125748503,0.005988023952095809,0.4940119760479042,0.008982035928143712,18,3,0,143,2,165,3
64086,2017,general,mayor,349,0.025787965616045846,0.017191977077363897,0.0028653295128939827,0.5558739255014327,0.0028653295128939827,0.39255014326647564,0.0028653295128939827,9,6,1,194,1,137,1
64087,2017,general,mayor,348,0.03735632183908046,0.008620689655172414,0,0.46551724137931033,0.011494252873563218,0.46551724137931033,0.011494252873563218,13,3,0,162,4,162,4
64088,2017,general,mayor,333,0.03303303303303303,0.015015015015015015,0,0.44144144144144143,0.009009009009009009,0.4984984984984985,0.003003003003003003,11,5,0,147,3,166,1
64089,2017,general,mayor,425,0.047058823529411764,0.002352941176470588,0.007058823529411765,0.2164705882352941,0.01411764705882353,0.7105882352941176,0.002352941176470588,20,1,3,92,6,302,1
64090,2017,general,mayor,431,0.03480278422273782,0.0069605568445475635,0,0.382830626450116,0.004640371229698376,0.5614849187935035,0.009280742459396751,15,3,0,165,2,242,4
64091,2017,general,mayor,199,0.05527638190954774,0,0,0.20603015075376885,0.010050251256281407,0.7286432160804021,0,11,0,0,41,2,145,0
64092,2017,general,mayor,248,0.04838709677419355,0.03225806451612903,0,0.4717741935483871,0.012096774193548387,0.4274193548387097,0.008064516129032258,12,8,0,117,3,106,2
64093,2017,general,mayor,352,0.06818181818181818,0.005681818181818182,0,0.3977272727272727,0.005681818181818182,0.5085227272727273,0.014204545454545454,24,2,0,140,2,179,5
